att0,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,att31,att32,att33,att34,att35,att36,att37,att38,att39,att40,att41,att42,att43,att44,att45,att46,att47,att48,att49,att50,att51,att52,att53,att54,att55,att56,att57,att58,att59,att60,att61,att62,att63,att64,att65,att66,att67,att68,att69,att70,att71,att72,att73,att74,att75,att76,att77,att78,att79,att80,att81,att82,att83,att84,att85,att86,att87,att88,att89,att90,att91,att92,att93,att94,att95,att96,att97,att98,att99,att100,att101,att102,att103,att104,att105,att106,att107,att108,att109,att110,att111,att112,att113,att114,att115,att116,att117,att118,att119,att120,att121,att122,att123,att124,att125,att126,att127,att128,att129,att130,att131,att132,att133,att134,att135,att136,att137,att138,att139,att140,att141,att142,att143,target
1.2225,1.0428,0.84796,0.65929,0.60513,0.64462,0.69527,0.7566,0.82806,0.89428,0.87334,0.69713,0.48378,0.30504,0.13017,-0.062515,-0.23327,-0.39501,-0.56409,-0.75689,-0.94654,-1.1339,-1.318,-1.4976,-1.6702,-1.8101,-1.8381,-1.6804,-1.5105,-1.3267,-1.1392,-0.954,-0.76173,-0.56822,-0.37402,-0.21099,-0.13741,0.043177,-0.026528,-0.0204,0.12993,0.092466,0.029941,-0.058963,-0.15637,-0.30531,-0.45307,-0.59406,-0.71066,-0.80601,-0.88262,-0.93462,-0.96123,-0.99088,-0.94619,-0.83757,-0.64368,-0.45861,-0.27185,-0.081296,0.11071,0.30553,0.50213,0.69991,0.88311,0.90144,0.98583,1.187,1.3901,1.5968,1.8039,2.0113,2.224,2.4371,2.613,2.4372,2.2477,2.0547,1.8667,1.6703,1.4742,1.2785,1.0832,0.90987,0.89968,0.76307,0.59186,0.40757,0.22531,0.036509,-0.14092,-0.32477,-0.49503,-0.68222,-0.8539,-0.90791,-0.88741,-0.85636,-0.81027,-0.75364,-0.65611,-0.55421,-0.43899,-0.31549,-0.21175,-0.12813,-0.064027,-0.018076,-0.020539,-0.099039,-0.039831,-0.17087,-0.27435,-0.45242,-0.65675,-0.8597,-1.064,-1.2696,-1.4654,-1.6551,-1.7527,-1.6585,-1.498,-1.3234,-1.1338,-0.9377,-0.7379,-0.53827,-0.35501,-0.16105,0.060599,0.27332,0.47601,0.68305,0.83614,0.78201,0.72136,0.67158,0.63317,0.60649,0.70116,0.90288,1.1058,1.2191,5
1.1549,0.95817,0.76454,0.57108,0.52572,0.58356,0.65254,0.72508,0.80913,0.9047,0.93293,0.75613,0.5467,0.34149,0.12898,-0.078616,-0.28529,-0.47668,-0.65767,-0.84615,-1.0321,-1.2146,-1.3948,-1.5671,-1.7392,-1.8899,-1.8051,-1.628,-1.4375,-1.2477,-1.0487,-0.85564,-0.66144,-0.47417,-0.27887,-0.16157,-0.073283,0.085194,0.033543,-0.026476,0.14809,0.1311,0.067964,-0.012489,-0.10314,-0.2245,-0.35341,-0.49364,-0.63151,-0.74482,-0.82282,-0.85006,-0.87798,-0.86597,-0.76745,-0.56018,-0.38927,-0.21484,-0.034629,0.15553,0.32731,0.5137,0.69723,0.87256,0.93039,1.0371,1.2292,1.4215,1.6124,1.8026,1.9927,2.1835,2.374,2.5586,2.434,2.2409,2.0488,1.8574,1.6661,1.4761,1.2854,1.094,0.92547,0.90837,0.77268,0.59606,0.41633,0.23192,0.04981,-0.12913,-0.29973,-0.47222,-0.64746,-0.75433,-0.81434,-0.78624,-0.76048,-0.70739,-0.64389,-0.5264,-0.41877,-0.29802,-0.20793,-0.13305,-0.074236,-0.031503,-0.11037,-0.13631,-0.099249,-0.24605,-0.30191,-0.47113,-0.66326,-0.86565,-1.0567,-1.2526,-1.4475,-1.6081,-1.4754,-1.6299,-1.7279,-1.6282,-1.4838,-1.3219,-1.1565,-0.98347,-0.79558,-0.6024,-0.38263,-0.16875,0.066109,0.29183,0.52169,0.72456,0.84866,0.77515,0.68222,0.6009,0.54,0.70005,0.86705,0.8255,1.0147,1.1559,5
2.5812,2.3149,2.0518,1.7923,1.5305,1.2731,1.0153,0.75741,0.49949,0.24204,-0.015468,-0.036729,-0.091085,-0.33822,-0.56195,-0.77815,-0.97949,-1.1617,-1.3148,-1.446,-1.5223,-1.358,-1.1686,-0.96368,-0.74712,-0.52162,-0.28922,-0.051403,0.1907,0.43667,0.68463,0.93532,1.1868,1.3778,1.5084,1.5065,1.2573,1.0025,0.74792,0.49375,0.24003,-0.013133,-0.2656,-0.5118,-0.76168,-1.0099,-1.2558,-1.4986,-1.7365,-1.9671,-2.0047,-1.7546,-1.4265,-1.0801,-0.7335,-0.38674,-0.039888,0.28962,0.52664,0.53844,0.38867,0.20997,0.042326,-0.11251,-0.31917,-0.31519,-0.14601,0.10294,0.33742,0.48778,0.22303,-0.038656,-0.29215,-0.46703,-0.30181,-0.17698,-0.23467,-0.43847,-0.34418,-0.16055,0.11269,0.38283,0.62432,0.43359,0.20178,0.088759,0.26161,0.42913,0.50224,0.36697,0.096989,-0.19893,-0.50411,-0.80371,-1.1021,-1.3989,-1.6072,-1.7794,-1.63,-1.389,-1.1393,-0.88724,-0.63787,-0.38692,-0.13476,0.11835,0.37219,0.62664,0.88157,1.1312,1.3566,1.2628,1.1346,0.87029,0.60698,0.34784,0.092288,-0.15892,-0.40115,-0.63684,-0.86797,-1.0736,-1.2058,-1.1483,-1.0598,-0.94382,-0.80866,-0.64476,-0.47693,-0.29031,-0.068819,0.024266,-0.057504,0.16017,0.4101,0.65093,0.91824,1.1696,1.4135,1.6631,1.9247,2.1715,2.4165,2.5836,4
2.3613,2.1703,1.9825,1.7955,1.6071,1.42,1.2325,1.0463,0.8597,0.67332,0.48712,0.33623,0.14927,-0.037274,-0.20525,-0.27933,-0.18997,-0.29149,-0.31816,-0.41452,-0.53719,-0.71779,-0.89673,-1.0487,-1.1913,-1.3163,-1.4191,-1.4829,-1.5251,-1.5304,-1.4256,-1.3395,-1.2277,-1.0832,-0.98504,-1.0614,-1.1362,-1.2248,-1.28,-1.2389,-1.1916,-1.1963,-1.1702,-1.0309,-0.8747,-0.70761,-0.53193,-0.34943,-0.16147,0.02889,0.11532,0.28379,0.41204,0.5603,0.68492,0.76096,0.71053,0.57634,0.44717,0.32359,0.20629,0.081619,-0.021367,-0.11566,-0.20604,-0.29087,-0.354,-0.4048,-0.33334,-0.15258,0.026412,0.2029,0.38336,0.56911,0.753,0.89466,0.92928,0.92034,0.84939,0.82475,1.0308,1.2466,1.4423,1.6114,1.6729,1.4957,1.3228,1.1512,0.96926,0.78187,0.58867,0.39553,0.20246,-0.002843,-0.20203,-0.40121,-0.46215,-0.41216,-0.34902,-0.27367,-0.18713,-0.090427,0.006633,0.080116,-0.001206,-0.13882,-0.26926,-0.43849,-0.60169,-0.75751,-0.88748,-1.0225,-1.1415,-1.2565,-1.3337,-1.3922,-1.4094,-1.4149,-1.3064,-1.1974,-1.1707,-1.2785,-1.1992,-1.0799,-0.91651,-0.74933,-0.58608,-0.41944,-0.24429,-0.067705,0.11523,0.28882,0.45942,0.63196,0.80113,0.97213,1.151,1.3314,1.5133,1.6934,1.8763,2.0576,2.239,2.3625,1
2.7386,2.5335,2.3279,2.1225,1.9166,1.71,1.5041,1.2975,1.0921,0.88558,0.67779,0.47134,0.26757,0.26961,0.13519,-0.063678,-0.26545,-0.46186,-0.65608,-0.83674,-1.0242,-1.2074,-1.3847,-1.4789,-1.5143,-1.4628,-1.3804,-1.2414,-1.2607,-1.2945,-1.2191,-1.0686,-0.89827,-0.69247,-0.47255,-0.24628,-0.040694,0.10053,0.22405,0.22742,0.2102,0.19338,0.044248,-0.15752,-0.36205,-0.56576,-0.7506,-0.91838,-1.0638,-1.2027,-1.3014,-1.1224,-0.9308,-0.67414,-0.51212,-0.24936,0.014422,0.27898,0.53504,0.73779,0.84998,0.7791,0.65133,0.51474,0.38672,0.26825,0.1276,0.29721,0.49406,0.69522,0.87753,0.79245,0.58603,0.37854,0.17177,-0.033784,-0.21584,-0.3215,-0.37352,-0.26697,-0.27112,-0.12159,0.078442,0.22083,0.4697,0.71653,0.81573,0.62531,0.46887,0.43663,0.41229,0.2658,0.021196,-0.25893,-0.54787,-0.73267,-0.94432,-1.1543,-1.2979,-1.1813,-1.038,-0.88418,-0.72197,-0.52631,-0.33707,-0.14528,-0.081537,-0.042103,-0.059523,-0.11957,-0.2739,-0.4802,-0.67395,-0.85096,-1.0105,-1.1236,-1.1822,-1.1503,-1.2755,-1.2991,-1.2702,-1.1111,-0.9523,-0.77726,-0.6059,-0.42581,-0.22535,-0.035178,0.16234,0.31524,0.28822,0.37515,0.58265,0.78492,0.98487,1.189,1.3935,1.5982,1.802,2.0062,2.21,2.4146,2.6194,2.7385,7
2.8221,2.605,2.3867,2.1685,1.9496,1.731,1.5126,1.2929,1.0732,0.85367,0.63422,0.44185,0.50194,0.37225,0.16765,-0.044955,-0.26035,-0.47232,-0.66121,-0.85083,-1.0424,-1.2276,-1.3733,-1.4041,-1.3834,-1.1889,-1.1742,-1.2361,-1.2041,-1.0555,-0.85844,-0.65711,-0.45671,-0.2089,-0.019254,0.096673,0.14625,0.10535,0.067734,-0.056483,-0.26839,-0.48898,-0.7019,-0.89855,-1.0768,-1.232,-1.3735,-1.3403,-1.1563,-0.91015,-0.68284,-0.45017,-0.16179,0.12682,0.39459,0.56983,0.75134,0.69065,0.6582,0.5433,0.42072,0.29025,0.17666,0.34259,0.54078,0.75514,0.64486,0.42419,0.20687,-0.013492,-0.23372,-0.40711,-0.32207,-0.37738,-0.51896,-0.34914,-0.31314,-0.3108,-0.077988,0.17099,0.40175,0.6316,0.69671,0.49812,0.2966,0.35982,0.47553,0.60071,0.60671,0.47935,0.20434,-0.081713,-0.39057,-0.65284,-0.85229,-1.0928,-1.2725,-1.3364,-1.1809,-1.0141,-0.84921,-0.66214,-0.44821,-0.23755,-0.025577,0.11679,0.1514,0.1686,0.13498,0.039853,-0.1953,-0.39319,-0.59923,-0.80777,-0.99514,-1.1492,-1.1455,-1.1133,-1.2317,-1.3449,-1.3569,-1.2693,-1.0883,-0.90824,-0.71377,-0.53358,-0.33593,-0.12416,0.08877,0.29389,0.34357,0.29441,0.50085,0.72054,0.93887,1.1588,1.3788,1.5965,1.8157,2.0343,2.2533,2.4723,2.6917,2.8216,7
2.8282,2.6107,2.3939,2.1777,1.9614,1.7447,1.5281,1.3117,1.0955,0.87833,0.66247,0.4455,0.29582,0.32496,0.23913,0.031387,-0.17482,-0.38407,-0.58419,-0.76795,-0.9549,-1.143,-1.3184,-1.395,-1.3978,-1.3658,-1.177,-1.1956,-1.2089,-1.1234,-0.9621,-0.7609,-0.55557,-0.35409,-0.10602,0.073803,0.1794,0.17392,0.13662,0.10422,-0.077161,-0.28702,-0.50233,-0.71162,-0.89296,-1.0554,-1.2068,-1.3445,-1.2227,-1.0495,-0.78326,-0.61566,-0.32354,-0.030674,0.25292,0.48676,0.63281,0.61399,0.47063,0.35151,0.22655,0.21367,0.42372,0.60618,0.82211,0.79383,0.58608,0.36596,0.14927,-0.067184,-0.28707,-0.33015,-0.32376,-0.4625,-0.39853,-0.31112,-0.37438,-0.13752,0.10345,0.32855,0.55118,0.77809,0.74721,0.55164,0.35518,0.20372,0.31783,0.42677,0.54547,0.49799,0.30968,0.033724,-0.25009,-0.54325,-0.72351,-0.99537,-1.1836,-1.3264,-1.2145,-1.0597,-0.89447,-0.72083,-0.52199,-0.31103,-0.10314,0.034825,0.079352,0.11238,0.054098,-0.033638,-0.26904,-0.4789,-0.70573,-0.91288,-1.0943,-1.1905,-1.1536,-1.146,-1.3289,-1.3766,-1.3796,-1.2683,-1.0915,-0.90726,-0.71731,-0.54279,-0.34161,-0.13445,0.078851,0.27943,0.30751,0.30796,0.52188,0.73813,0.95453,1.1711,1.3877,1.6029,1.8184,2.0342,2.249,2.4634,2.6777,2.8284,7
2.6525,2.4446,2.239,2.0341,1.8292,1.6258,1.4222,1.2165,1.0132,0.80796,0.6046,0.39985,0.19514,-0.010771,-0.072327,0.012001,-0.028677,-0.21923,-0.40315,-0.57106,-0.73674,-0.88641,-1.0338,-1.1588,-1.2777,-1.3819,-1.4567,-1.5326,-1.5457,-1.5547,-1.526,-1.4721,-1.4063,-1.3091,-1.2136,-1.0818,-0.93651,-0.78346,-0.61615,-0.45769,-0.27701,-0.10674,0.086416,0.28184,0.44835,0.60624,0.7268,0.78414,0.81913,0.69999,0.75071,0.70161,0.56888,0.42492,0.26913,0.13748,0.013279,-0.13087,-0.32588,-0.24765,-0.16979,0.02949,0.22939,0.41767,0.61914,0.71957,0.53923,0.34625,0.13964,-0.062584,-0.26446,-0.46775,-0.44465,-0.39063,-0.19073,-0.18718,-0.36205,-0.47856,-0.41131,-0.3318,-0.14079,0.084143,0.30923,0.535,0.75903,0.68982,0.51186,0.3339,0.13658,0.010316,0.14749,0.26221,0.38441,0.38702,0.32232,0.24475,0.36767,0.32255,0.2582,0.09733,-0.063598,-0.23322,-0.39742,-0.57301,-0.72399,-0.86632,-1.0021,-1.1237,-1.246,-1.3376,-1.4319,-1.4861,-1.5286,-1.5397,-1.5279,-1.4285,-1.3757,-1.3035,-1.225,-1.1506,-1.0409,-0.90908,-0.76555,-0.61354,-0.46205,-0.28805,-0.10439,-0.042411,-0.075395,-0.001492,0.19703,0.39946,0.60215,0.80223,1.0028,1.2114,1.41,1.61,1.8114,1.92,2.0978,2.297,2.496,2.6532,3
2.8387,2.674,2.4652,2.2495,2.0284,1.8005,1.59,1.5177,1.3552,1.1895,1.2068,1.0038,0.78983,0.6204,0.41767,0.24967,0.037769,-0.18775,-0.41406,-0.60079,-0.78059,-0.97404,-1.16,-1.3359,-1.3752,-1.3669,-1.261,-1.1735,-1.1895,-1.1781,-1.0573,-0.89717,-0.72703,-0.54197,-0.35295,-0.13585,0.044557,0.14379,0.13541,0.095638,-0.015034,-0.26441,-0.50384,-0.74578,-0.93874,-1.1098,-1.2822,-1.3491,-1.156,-0.93702,-0.70114,-0.52975,-0.2791,-0.030014,0.21903,0.44683,0.56871,0.49312,0.34593,0.21015,0.16128,0.38545,0.61069,0.73704,0.82156,0.61128,0.38529,0.15833,-0.069282,-0.29518,-0.43685,-0.35577,-0.42217,-0.54038,-0.37365,-0.36622,-0.41535,-0.15723,0.10267,0.33645,0.57015,0.77676,0.60669,0.4111,0.20085,0.22359,0.34226,0.46828,0.4874,0.47295,0.29628,0.28725,0.10936,-0.16861,-0.4307,-0.6745,-0.86348,-1.0944,-1.2964,-1.3353,-1.179,-1.0065,-0.82927,-0.62871,-0.4188,-0.20645,-0.000784,0.050761,0.09139,0.098793,0.013312,-0.18349,-0.38838,-0.58376,-0.76627,-0.93104,-1.0829,-1.1797,-1.1274,-1.1788,-1.311,-1.3597,-1.3358,-1.2173,-1.0185,-0.81396,-0.60201,-0.40599,-0.18271,0.041678,0.26709,0.33986,0.27635,0.48951,0.72303,0.9564,1.1888,1.4211,1.6575,1.8957,2.1355,2.3786,2.6264,2.8329,7
1.3015,1.1392,1.0153,0.82192,0.62627,0.53858,0.58249,0.65464,0.71976,0.79471,0.86245,0.8223,0.63793,0.41738,0.22618,0.0246,-0.16982,-0.35532,-0.53843,-0.72966,-0.91869,-1.1053,-1.2885,-1.4722,-1.6378,-1.7974,-1.8774,-1.7285,-1.5545,-1.371,-1.1812,-0.99673,-0.80297,-0.60822,-0.4189,-0.22771,-0.16764,0.006189,-0.006946,-0.07325,0.10863,0.10481,0.047731,-0.024,-0.11494,-0.21931,-0.37456,-0.50079,-0.64633,-0.76214,-0.83769,-0.89753,-0.92757,-0.95753,-0.9003,-0.73233,-0.54378,-0.37123,-0.18974,-0.01068,0.17507,0.35486,0.54703,0.73052,0.88736,0.91986,1.0268,1.2226,1.4179,1.6129,1.8082,2.0039,2.1999,2.3965,2.5757,2.4014,2.2102,2.0181,1.8276,1.6348,1.4423,1.2502,1.0587,0.91231,0.90003,0.75904,0.58152,0.40084,0.21611,0.032925,-0.14138,-0.31983,-0.48711,-0.66476,-0.82625,-0.87198,-0.84894,-0.82685,-0.78452,-0.69799,-0.60903,-0.48789,-0.37139,-0.24556,-0.18728,-0.10963,-0.061175,-0.06896,-0.18693,-0.12111,-0.19196,-0.31249,-0.43517,-0.62982,-0.82353,-1.016,-1.2121,-1.4039,-1.5894,-1.7583,-1.7427,-1.6148,-1.4594,-1.2953,-1.118,-0.93338,-0.74389,-0.54093,-0.35764,-0.15883,0.054144,0.24237,0.44934,0.65003,0.77097,0.70545,0.65007,0.60535,0.55423,0.54177,0.73514,0.93061,1.125,1.3023,5
2.7217,2.5119,2.3044,2.0977,1.8918,1.6866,1.4812,1.2755,1.0696,0.86515,0.66062,0.45542,0.25086,0.045409,-0.004302,0.060478,-0.051559,-0.24839,-0.42294,-0.59212,-0.7518,-0.90518,-1.0485,-1.1734,-1.2819,-1.3717,-1.4553,-1.5181,-1.5141,-1.5117,-1.4836,-1.431,-1.3555,-1.2595,-1.1454,-1.0157,-0.8727,-0.71843,-0.55464,-0.38283,-0.20423,-0.019883,0.16934,0.34632,0.5115,0.64984,0.70493,0.76338,0.66855,0.68117,0.66885,0.57615,0.44291,0.28254,0.14488,0.01426,-0.11636,-0.2665,-0.37345,-0.29565,-0.10493,0.093573,0.29285,0.48389,0.68869,0.65724,0.45289,0.24009,0.037406,-0.16491,-0.36677,-0.56755,-0.50862,-0.44017,-0.27665,-0.23869,-0.44223,-0.55685,-0.45222,-0.37373,-0.15247,0.070129,0.29017,0.50933,0.71585,0.65351,0.45822,0.28324,0.083787,-0.09657,0.013474,0.14197,0.26077,0.35009,0.31089,0.17,0.31093,0.31599,0.26099,0.12785,-0.036514,-0.19808,-0.36628,-0.53045,-0.68333,-0.83636,-0.97267,-1.0916,-1.198,-1.3062,-1.3786,-1.451,-1.4826,-1.4982,-1.479,-1.4265,-1.3663,-1.297,-1.2052,-1.1109,-0.98906,-0.85556,-0.71617,-0.56904,-0.40892,-0.24265,-0.057677,0.013998,-0.035505,-0.034929,0.16677,0.36536,0.56476,0.76787,0.97121,1.1776,1.3812,1.5799,1.784,1.9838,2.1862,2.3853,2.5854,2.7227,3
2.4523,2.2488,2.0517,1.8558,1.6597,1.5521,1.3569,1.1632,0.96794,0.77367,0.57941,0.38471,0.18981,-0.004514,-0.19903,-0.39156,-0.42589,-0.60798,-0.79684,-0.95921,-1.1013,-1.2313,-1.3344,-1.4034,-1.4464,-1.4093,-1.3014,-1.1666,-0.98316,-1.0659,-1.1539,-1.2247,-1.2929,-1.2662,-1.2143,-1.1497,-1.0017,-0.84981,-0.67674,-0.49201,-0.30026,-0.10548,0.11028,0.21449,0.32325,0.43725,0.60058,0.71783,0.75252,0.62358,0.4789,0.35112,0.21786,0.091088,-0.014655,-0.12523,-0.2266,-0.31773,-0.39638,-0.44826,-0.50191,-0.37741,-0.18797,-0.014601,0.17129,0.35822,0.54925,0.73756,0.90766,0.94215,1.0329,1.2269,1.4199,1.5886,1.591,1.4501,1.2619,1.0704,0.87871,0.68302,0.48913,0.31219,0.11856,-0.073229,-0.26244,-0.45289,-0.54462,-0.50113,-0.44378,-0.37939,-0.30751,-0.21376,-0.1253,-0.012197,0.10238,0.22348,0.34551,0.44569,0.40706,0.28697,0.12945,0.008341,-0.17328,-0.34803,-0.51659,-0.66063,-0.81213,-0.95247,-1.0974,-1.2043,-1.2885,-1.3676,-1.3579,-1.27,-1.1587,-1.0687,-1.0734,-1.2511,-1.387,-1.3959,-1.3475,-1.2742,-1.1881,-1.0738,-0.91087,-0.73538,-0.55709,-0.40172,-0.33529,-0.13816,0.054464,0.24739,0.43228,0.62204,0.80865,0.99942,1.1873,1.3819,1.5706,1.7586,1.9495,2.1395,2.33,2.4541,1
2.8376,2.6156,2.3948,2.1745,1.9543,1.7336,1.5132,1.2928,1.0727,0.85167,0.63186,0.41159,0.40792,0.39994,0.18852,-0.022967,-0.23746,-0.45085,-0.63503,-0.82981,-1.0189,-1.209,-1.3201,-1.351,-1.3319,-1.1296,-1.1419,-1.1907,-1.1337,-0.98925,-0.80239,-0.59106,-0.37825,-0.15543,0.033171,0.14241,0.1809,0.15385,0.12339,0.012903,-0.20529,-0.42197,-0.63672,-0.83876,-1.0254,-1.1927,-1.3485,-1.3952,-1.2201,-1.0051,-0.71045,-0.54281,-0.24428,0.054701,0.34348,0.55752,0.66617,0.58824,0.47144,0.33228,0.21702,0.22775,0.43594,0.6457,0.76263,0.5557,0.33541,0.11537,-0.10031,-0.32794,-0.38187,-0.36392,-0.45396,-0.4917,-0.36206,-0.37136,-0.26495,-0.028885,0.19853,0.41307,0.64927,0.86414,0.83625,0.65538,0.4443,0.23452,0.28566,0.40797,0.5398,0.55848,0.42179,0.17727,-0.11247,-0.40953,-0.70654,-0.87768,-1.1342,-1.3229,-1.3893,-1.2396,-1.0772,-0.90486,-0.71474,-0.5103,-0.29395,-0.075985,0.037927,0.074198,0.095457,0.034302,-0.08375,-0.32785,-0.53051,-0.75345,-0.95453,-1.1104,-1.1843,-1.1523,-1.1607,-1.321,-1.3507,-1.3082,-1.1305,-0.94491,-0.75312,-0.56311,-0.37953,-0.16698,0.048042,0.26096,0.39183,0.36688,0.49568,0.71549,0.93546,1.1556,1.3758,1.5958,1.8138,2.0328,2.2511,2.4693,2.6873,2.838,7
2.5479,2.2813,2.017,1.7536,1.491,1.2292,0.99888,0.81916,0.97037,0.70849,0.44624,0.18434,-0.079337,-0.29912,-0.19826,-0.33706,-0.57235,-0.78717,-0.98923,-1.1639,-1.3242,-1.4511,-1.5327,-1.5118,-1.3014,-1.0858,-0.85416,-0.61468,-0.36807,-0.11539,0.14035,0.40071,0.66252,0.92659,1.1934,1.4043,1.5294,1.461,1.2028,0.94029,0.68326,0.42715,0.16615,-0.087917,-0.34719,-0.59807,-0.85437,-1.0999,-1.3505,-1.5858,-1.8115,-1.9588,-1.73,-1.418,-1.077,-0.75134,-0.40542,-0.06864,0.27276,0.54212,0.67716,0.56442,0.38979,0.2209,0.056108,-0.049618,-0.24698,-0.18573,0.057756,0.31047,0.43705,0.16551,-0.09854,-0.36244,-0.35955,-0.14793,-0.11956,-0.33297,-0.34059,-0.19227,0.078837,0.35757,0.53824,0.31127,0.083799,0.23416,0.39787,0.57324,0.57312,0.3515,0.040967,-0.27059,-0.59686,-0.92284,-1.2484,-1.5389,-1.732,-1.7482,-1.5067,-1.2607,-1.0194,-0.7656,-0.50977,-0.25946,-0.000569,0.253,0.51368,0.76936,1.0312,1.2883,1.3922,1.3051,1.1551,0.88444,0.61784,0.3532,0.091587,-0.16697,-0.41905,-0.66373,-0.90395,-1.1278,-1.3515,-1.3167,-1.2456,-1.1401,-1.0049,-0.84496,-0.66482,-0.46838,-0.23407,-0.16865,-0.25868,-0.015347,0.24012,0.50396,0.76437,1.022,1.275,1.5421,1.7991,2.0572,2.3137,2.5489,4
2.632,2.4293,2.2264,2.0239,1.8214,1.619,1.4179,1.2138,1.0097,0.80572,0.60361,0.39987,0.19835,-0.005028,-0.2106,-0.20845,-0.17037,-0.21012,-0.39546,-0.57771,-0.74204,-0.89502,-1.044,-1.1717,-1.2915,-1.3969,-1.483,-1.5507,-1.5946,-1.5965,-1.5901,-1.5454,-1.477,-1.3911,-1.2962,-1.1718,-1.0401,-0.89948,-0.73626,-0.56894,-0.3985,-0.21203,-0.039624,0.15173,0.33148,0.5146,0.67627,0.77258,0.82468,0.78116,0.78799,0.80196,0.70796,0.57197,0.42526,0.2848,0.15129,0.025541,-0.14857,-0.22362,-0.12836,0.066323,0.26617,0.459,0.65682,0.58206,0.37394,0.17137,-0.033918,-0.23173,-0.35773,-0.35767,-0.20815,-0.047326,-0.076089,-0.27654,-0.36418,-0.27659,-0.18769,0.033833,0.25163,0.4695,0.6755,0.65935,0.47888,0.28042,0.082777,0.090544,0.21365,0.34408,0.4649,0.59249,0.5966,0.46684,0.48731,0.57633,0.52175,0.44652,0.27636,0.10777,-0.076413,-0.24549,-0.42804,-0.59924,-0.76035,-0.90575,-1.0387,-1.1783,-1.2848,-1.3931,-1.4576,-1.5114,-1.5399,-1.5553,-1.4816,-1.4376,-1.3721,-1.287,-1.1844,-1.0699,-0.94509,-0.79982,-0.67388,-0.51403,-0.32597,-0.15249,-0.20834,-0.28162,-0.3506,-0.14786,0.055106,0.25799,0.45944,0.66106,0.8661,1.0669,1.2691,1.4708,1.6739,1.8761,2.0788,2.2812,2.4838,2.6318,3
2.6154,2.4386,2.1969,1.9532,1.6906,1.4468,1.1742,0.88035,0.61603,0.33948,0.045294,-0.090054,-0.069701,-0.27711,-0.48299,-0.67672,-0.84318,-1.0046,-1.1511,-1.2874,-1.3801,-1.4653,-1.4225,-1.1922,-0.96328,-0.72047,-0.46742,-0.20674,0.054213,0.33076,0.58792,0.87196,1.1287,1.3366,1.4394,1.5817,1.5019,1.2575,0.96702,0.67607,0.38659,0.082484,-0.20511,-0.49274,-0.79159,-1.0731,-1.364,-1.6396,-1.9012,-1.8617,-1.654,-1.4164,-1.1816,-0.94362,-0.70563,-0.46762,-0.23196,0.006143,0.24425,0.48036,0.56887,0.52622,0.32835,0.12133,-0.071456,-0.29661,-0.28954,-0.10738,0.171,0.38525,0.16286,-0.10501,-0.38796,-0.43314,-0.3168,-0.16308,-0.30944,-0.4356,-0.34642,-0.19063,0.098166,0.3742,0.38365,0.18316,-0.007651,0.1473,0.31524,0.47974,0.48068,0.31987,0.060425,-0.1894,-0.43895,-0.68814,-0.93685,-1.1849,-1.4321,-1.6653,-1.784,-1.532,-1.2723,-1.0046,-0.73322,-0.46138,-0.18923,0.085067,0.36245,0.64039,0.91561,1.1989,1.3335,1.2437,1.0969,0.87578,0.64507,0.42867,0.20263,-0.007162,-0.24027,-0.44107,-0.64646,-0.85264,-1.0291,-1.2112,-1.1957,-1.1052,-0.98122,-0.82601,-0.64614,-0.44644,-0.25179,-0.010889,-0.04027,-0.078642,0.20552,0.49282,0.79258,1.0458,1.275,1.4881,1.7893,2.0931,2.3632,2.6028,4
2.6414,2.3797,2.1241,1.8677,1.6135,1.3578,1.2023,1.022,0.86482,0.69806,0.44913,0.26293,-0.010917,-0.1205,-0.20454,-0.45471,-0.72703,-0.86073,-0.98774,-1.1773,-1.329,-1.445,-1.4823,-1.3891,-1.1838,-0.98763,-1.0745,-1.1831,-1.2691,-1.3326,-1.1919,-0.99972,-0.84109,-0.66978,-0.55669,-0.50317,-0.61042,-0.36049,-0.11197,-0.016093,0.057669,0.21038,0.32878,0.42073,0.50894,0.62666,0.75818,0.8512,0.67526,0.43928,0.25524,0.38116,0.34793,0.14372,-0.055204,-0.26844,-0.44166,-0.60273,-0.74947,-0.87945,-0.99002,-1.0017,-0.80907,-0.71009,-0.47168,-0.23042,0.006738,0.042541,0.14342,0.37768,0.63562,0.88983,1.1483,1.4042,1.6424,1.7884,1.6679,1.403,1.1541,0.90693,0.65345,0.40193,0.14314,-0.10854,-0.33716,-0.57298,-0.80488,-1.03,-0.98858,-0.88212,-0.75912,-0.61863,-0.46312,-0.35522,-0.36121,-0.162,0.016192,-0.018682,-0.018541,0.18209,0.43374,0.44631,0.33965,0.24035,0.11702,0.048146,-0.052752,-0.25132,-0.25019,-0.45479,-0.63602,-0.73218,-0.79315,-0.9578,-1.1638,-1.2789,-1.376,-1.3191,-1.2155,-1.1366,-1.3464,-1.4069,-1.3333,-1.2205,-1.0684,-0.85937,-0.62135,-0.36103,-0.10719,0.12612,0.26138,0.24675,0.39727,0.61808,0.79166,0.96942,1.1432,1.3669,1.6164,1.8628,2.1068,2.3545,2.4879,2.6435,2
