att0,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,att31,att32,att33,att34,att35,att36,att37,att38,att39,att40,att41,att42,att43,att44,att45,att46,att47,att48,att49,att50,att51,att52,att53,att54,att55,att56,att57,att58,att59,target
-0.57846,0.58834,0.78853,1.5742,1.5073,0.35208,0.27597,0.093829,-0.335,-1.6978,-1.7491,-1.2853,-0.68047,-0.72314,0.52664,1.0892,1.6795,0.73591,1.3582,0.72155,-0.20683,-0.32473,-1.3804,-1.5566,-1.3257,-1.1843,-0.46792,0.34847,1.055,1.4539,1.477,0.73003,0.94323,0.030737,-0.83292,-0.41393,-1.4163,-0.98563,-1.2939,-0.76083,0.35764,0.62011,0.6184,1.149,1.0946,0.26706,-0.22352,-0.46368,-1.3571,-1.0795,-1.2752,-1.1986,-1.2446,-0.17404,0.83987,1.0601,0.6795,1.377,0.52632,0.2963,2
-0.31712,-0.001045,1.714,1.9018,1.6513,0.59096,-0.52918,0.24385,-1.2806,-1.9131,-1.7328,-1.3134,0.26921,0.3121,0.1525,1.1066,1.7854,1.4892,0.60851,-0.17433,-1.1284,-0.99707,-0.62225,-1.3175,-0.93187,-0.48163,0.72279,0.53623,1.717,0.89607,0.79216,-0.1018,-0.88257,-1.0334,-0.87057,-0.68799,-0.41622,-1.2257,-0.11037,0.67854,0.88927,1.6182,0.48659,0.47242,-0.2848,-0.67163,-1.0405,-0.8021,-0.65883,-1.3632,-1.1088,0.69183,0.37186,1.5572,0.56278,1.1163,0.037994,0.5312,-0.96692,-0.53809,2
-0.78282,0.90421,1.6717,1.7002,0.96817,0.45747,-0.67798,-0.78938,-0.74435,-1.091,-0.42773,0.11891,0.9209,1.6564,1.3857,0.054169,0.28292,-0.91665,-1.3818,-0.69536,-1.5152,-1.2101,0.14595,1.1617,0.60819,1.4264,0.9378,-0.30166,-0.24126,-1.8576,-1.9923,-0.94681,0.31633,-0.016177,0.90457,1.4417,0.95431,-0.28882,0.24387,-1.5739,-1.1554,-1.2314,-1.3009,0.21845,0.52388,1.5482,1.5422,0.4574,0.3005,-0.42682,-0.60486,-1.3618,-0.84043,-0.36787,-0.34672,0.032109,1.1237,0.94666,0.10526,0.026998,2
0.24453,0.41404,0.94484,1.0683,0.63795,0.44977,-0.36124,-1.1184,-1.3,-1.4714,-1.5848,-0.17048,0.79063,1.4646,1.4455,1.4493,1.4383,0.6583,-0.20142,-1.004,-1.6803,-1.0588,-0.50813,-0.36598,0.02107,0.94868,1.4608,1.2648,0.89709,0.21879,-0.56028,-1.0623,-1.0417,-1.5238,-0.29586,0.046531,0.27995,1.3806,1.4281,1.4539,0.55894,-0.36106,-1.2589,-1.4753,-1.4949,-0.75953,0.10721,0.74483,1.3969,1.2261,0.84583,0.68385,-0.43196,-0.73123,-0.57915,-0.90848,-1.2709,-0.92644,-0.58875,0.12533,2
-0.094224,0.64014,0.91514,1.2876,1.3188,0.3884,-0.14309,-0.53861,-1.7816,-0.98285,-0.56796,0.11096,0.052157,1.3219,1.8061,1.538,0.90624,0.038554,-1.0269,-1.6698,-0.95117,-0.92405,-0.63637,0.36387,0.98405,0.65591,0.95103,0.62319,0.80005,-0.39563,-0.54025,-1.4238,-1.6515,-1.5503,-0.088485,-0.078346,0.44263,1.5946,1.1874,0.42387,-0.24529,-0.49384,-1.4019,-0.93086,-1.06,-1.0866,0.3612,0.83614,1.6878,1.194,1.2891,0.40479,-0.7367,-1.2045,-1.3431,-0.9481,-0.7693,-0.65707,0.69415,1.1044,2
0.30136,0.30305,1.3008,1.7321,1.2116,0.90977,-0.81495,-0.32552,-1.8865,-1.8058,-0.92821,-0.75125,0.19231,1.0612,1.4798,1.3738,0.74616,0.33141,-0.90624,-1.0016,-1.2378,-0.7437,-0.67967,-0.78873,0.79841,0.56043,0.7185,0.88961,0.66761,0.25345,-0.96954,-0.81676,-0.81076,-0.73626,-0.66855,-0.14484,1.1655,1.6709,1.4155,1.4967,0.45369,0.2349,-0.71222,-1.9631,-1.13,-0.5911,-0.079031,0.56703,0.7232,0.60707,1.609,0.87155,-0.52857,-0.55968,-1.7392,-0.93783,-1.3915,-0.38404,0.15,0.2369,2
0.032651,0.14471,1.5415,1.754,0.92481,0.28104,0.55579,-0.62529,-1.1015,-1.5673,-1.2002,-0.59549,0.009309,0.64855,1.3938,1.588,0.92781,0.33738,0.10531,-0.20615,-1.043,-1.4251,-0.84331,-0.4345,-0.10841,0.11215,0.79537,1.2366,0.90711,1.329,0.54744,-0.61785,-0.62412,-1.539,-1.6867,-0.44022,0.051183,-0.037628,0.71622,1.6177,1.7266,0.42995,0.43281,-0.72325,-0.91082,-0.73665,-1.7408,-1.3048,-0.3982,0.029465,0.6724,1.0334,1.7322,1.0497,0.32787,-0.53384,-0.80704,-1.5989,-1.5451,-0.59672,2
0.29204,0.12895,0.73233,1.0298,0.72424,1.1394,0.38933,-1.0221,-1.3546,-1.7809,-0.96833,-0.88261,-0.64884,-0.0371,0.95262,1.1583,1.0821,1.7686,1.3312,0.38986,-0.093131,-0.92099,-0.83787,-1.1629,-0.97989,-0.53673,0.38451,0.34352,0.79416,0.98115,1.4415,0.7355,0.071495,-0.7832,-0.25175,-0.94695,-1.4478,-0.86994,-1.1927,-0.99032,-0.17912,0.57915,1.5221,1.6833,0.56774,0.076075,-0.096149,-0.99773,-1.4711,-1.1677,-1.8621,-1.5119,-0.7073,0.87672,0.68969,1.4247,1.7247,0.53538,-0.007741,0.15941,2
-0.069174,1.1795,0.58423,1.3978,0.4212,-0.33156,-0.43094,-1.433,-0.79585,-1.2115,-0.60084,0.063141,0.43171,0.94139,1.2838,0.92963,0.42703,-0.27822,-1.0888,-1.8648,-1.0691,-0.58025,0.22084,0.4641,0.7175,1.0102,1.0663,-0.53782,-0.55316,-1.3882,-1.0399,-1.1739,0.16253,0.24411,1.708,1.7167,0.4286,-0.074992,-0.41083,-1.3228,-1.7006,-1.7174,-0.21696,0.29199,0.46101,1.4759,1.3942,0.27204,0.20221,-0.46617,-1.288,-1.7327,-0.90855,-0.20745,0.45525,1.5195,1.7273,1.4138,0.52231,-0.64034,2
-0.33475,0.45882,0.98162,0.74211,1.3708,0.25727,0.1173,-1.1204,-1.6719,-0.62119,-1.2444,-0.2708,1.3746,1.1109,0.76372,0.52379,-0.076314,-0.16021,-1.6086,-0.76666,-0.55602,0.064516,-0.43822,1.2394,1.301,1.5479,1.0764,-0.20486,-0.75161,-1.5921,-1.2757,-0.63478,-0.94055,-0.28249,0.35141,1.551,0.63372,0.64278,-0.088689,-0.22711,-1.3505,-1.8323,-0.21629,-0.91131,0.99083,0.54983,1.1434,0.62857,0.39307,-0.83241,-1.3053,-1.4757,-0.96767,-1.3999,-0.51085,0.23587,1.6428,1.5491,1.4359,0.99107,2
-0.38222,0.86593,1.3082,1.0739,0.74968,0.56956,0.0875,-0.55865,-1.0115,-1.2,-1.5744,-1.7258,-1.1747,0.4768,0.25513,1.1854,1.0573,0.80052,1.047,0.10513,-0.50206,-0.82422,-1.1,-1.788,-1.3556,-0.60977,-0.26985,0.95175,1.3376,1.32,1.5429,1.2527,-0.099294,-0.67784,-1.0446,-0.83303,-1.9362,-1.5407,-1.1915,0.29637,0.36447,0.69259,1.3656,1.1729,0.60624,1.061,0.35818,-1.0852,-0.74364,-1.1817,-0.5993,-1.1208,-0.50805,0.98264,0.73244,0.99402,0.77355,0.76852,0.29783,0.18528,2
0.22912,1.2784,0.59261,1.3557,0.61067,-0.025749,-0.9953,-1.3639,-1.2911,-1.2594,-0.18853,0.37256,1.4628,1.7207,0.91128,0.14268,-0.27559,-1.3992,-0.85985,-0.83914,-0.58462,0.9992,1.0876,1.7878,1.0462,1.0229,0.24409,-1.3779,-0.77776,-0.85344,-1.1679,-0.088555,1.4784,1.5123,1.5234,0.64204,-0.49723,-0.67297,-1.7285,-0.93184,-1.3155,0.062989,0.17184,0.97575,0.92721,0.64056,0.12254,-0.68769,-1.2371,-0.7717,-0.59678,-0.64205,0.12809,1.4157,0.87456,0.66822,-0.10119,-1.1101,-1.4222,-0.94516,2
0.41668,0.042536,0.8301,1.096,1.6727,0.91013,1.0369,-0.048544,-0.39513,-0.66839,-0.96092,-0.97803,-0.78749,-0.34134,-0.63677,-0.080071,1.1286,1.124,1.5584,1.1701,1.1834,-0.23493,-0.48122,-0.7075,-1.5103,-1.4818,-0.76279,-0.62023,-0.464,0.63716,0.63695,1.4444,1.105,0.9407,0.58372,-0.12022,-0.5676,-0.79589,-1.0261,-0.80255,-1.761,-1.2931,-0.060398,-0.19789,0.71236,1.2369,1.5237,1.6125,0.76965,0.6886,0.21379,-0.95652,-1.3985,-1.6484,-1.6057,-1.5319,-1.0425,0.42421,-0.049184,1.3176,2
-0.19309,0.38534,1.2822,1.6362,1.1204,0.42056,-0.043898,-0.42067,-0.97292,-1.7688,-0.77046,-0.72513,-0.1978,0.45828,0.80823,1.0301,1.2163,1.0192,-0.51173,-0.95995,-1.6671,-1.587,-0.87691,-0.31056,0.65612,0.99208,1.2883,1.8256,0.70408,0.68994,-0.19867,-1.1784,-1.2943,-0.79511,-1.5499,0.009454,0.21909,0.6454,1.395,1.1998,0.92077,0.99406,0.009746,-1.02,-1.0093,-1.7584,-1.0625,0.025137,0.027855,0.8738,1.4194,1.3008,1.01,0.04571,-0.2014,-0.9589,-1.5756,-0.89949,-0.52536,-0.59572,2
-0.3885,0.44658,1.6827,1.8558,0.49247,0.96347,-0.57254,-0.91041,-1.0064,-0.84724,-0.46734,0.1206,0.67469,0.51382,0.81813,1.4378,0.64845,-0.37271,-1.0963,-0.5864,-1.7932,-0.89689,-0.49619,0.28514,0.59521,0.69058,1.0772,1.1386,0.36021,0.17702,-0.70266,-1.252,-1.548,-1.3613,-0.86908,0.75442,0.5193,1.5171,1.6471,0.25659,0.43394,-0.71576,-1.6067,-0.79012,-1.272,-0.969,0.1999,1.2165,1.1648,1.6464,1.0462,0.99196,-0.4829,-1.2386,-1.4805,-1.1906,-1.2359,-0.16258,0.12374,0.81558,2
-0.55072,0.64464,1.8666,1.0812,0.90717,0.67019,0.35519,0.01736,-0.65621,-1.7438,-0.71287,-0.61836,-0.9502,0.0899,-0.5262,-0.17221,0.70581,1.541,1.4345,1.5668,0.42744,0.63929,-0.51505,-0.56729,-0.44161,-1.7605,-0.6659,-1.36,-0.29887,1.0004,0.31899,1.1916,1.4479,0.55969,0.99969,1.1246,0.42743,-1.0552,-1.2844,-1.9345,-0.72784,-0.27817,-1.1289,-0.34817,0.23359,1.5673,1.0656,0.69282,0.73079,0.53619,-0.94092,0.076492,-1.0896,-1.0617,-2.1224,-1.4713,-0.73352,0.68805,0.36195,0.74639,2
0.083601,0.23826,0.67592,0.92972,1.5356,0.14343,-0.8105,-0.78085,-1.3224,-1.78,-0.65984,-0.34446,1.2387,1.0379,1.4926,1.4762,0.68596,-0.65003,-0.84386,-1.7128,-1.7388,-0.64068,-0.11047,0.71105,0.70481,1.4543,0.55695,0.92104,-0.15466,-1.4823,-1.1512,-1.434,-0.35236,-0.2154,0.48857,0.67467,0.75681,0.76401,0.62001,-0.4834,-1.3426,-1.0978,-1.1147,-0.48442,-0.62924,1.2281,1.2152,1.7034,0.59448,0.87076,-0.47992,-0.79301,-1.8565,-0.72376,-0.85442,0.17185,0.18473,0.72902,1.6344,0.52234,2
0.46612,1.0797,1.2105,1.4859,0.91001,1.7293,0.25033,-0.48895,0.14869,-1.7172,-1.9512,-0.82994,-1.2116,-1.0021,0.20986,1.0668,0.4301,1.1003,1.4794,0.44945,1.1434,0.37137,-0.55458,-1.3906,-1.8115,-1.4827,-0.88906,-0.55828,-0.75758,-0.10507,1.4867,0.71643,1.3489,1.4467,0.2806,-0.57673,-0.59907,-0.75532,-1.404,-1.0899,-1.834,-0.45307,0.036471,-0.25115,0.63935,1.1825,0.97862,0.50261,0.30283,0.62635,-0.40187,-0.21925,-1.2589,-0.63715,-0.82976,-0.51264,-0.20248,0.62178,0.86327,1.2114,2
-0.82919,-1.9221,-1.2748,-1.3978,-1.2016,-1.4453,0.14084,-1.2645,-1.0095,-0.68559,0.20787,-1.6539,-0.043934,-1.3303,0.016406,-1.0765,0.32128,-1.3896,-1.0318,-0.56294,0.41239,-0.69916,0.29612,0.47339,-0.70278,0.033309,-0.73883,-0.98063,-0.55154,-0.19754,-0.93972,0.27302,-0.83746,-0.13669,0.34063,0.29782,0.90384,-0.60469,1.1777,0.65212,1.3999,0.94259,0.42747,0.63287,-0.16601,0.40065,0.42727,1.6929,0.18112,0.70561,-0.08822,0.33139,1.1071,1.5088,1.7362,1.9728,0.58062,1.9511,1.744,1.4732,3
-1.2012,-1.6623,-1.8794,-0.82495,-2.0236,-0.94553,-1.4934,-0.77809,-0.99298,-0.86615,-1.3478,-0.83392,-0.80442,-0.49999,-1.1931,-1.2576,-0.20171,-0.54142,-1.1662,-0.70742,-0.27239,-0.81075,-0.83304,-0.2217,-0.60426,-0.16674,0.070708,0.43657,-0.54233,-0.21567,-0.4414,0.26988,0.22333,0.43111,-0.12151,0.66658,0.50495,0.86121,0.005689,0.071247,0.39632,1.1421,0.60136,0.91229,0.38387,1.3271,1.4243,0.97495,1.2859,0.52365,1.1018,0.61264,1.24,0.99704,0.89292,1.8034,1.8742,1.2759,1.9774,1.1626,3
-1.7463,-0.44609,-1.5348,-0.46182,-0.4494,-1.8932,-0.92237,-1.3296,-1.8829,-0.54728,-1.7162,-0.74901,-0.48046,-1.1103,-0.099388,-1.2005,-1.4319,-0.57318,-0.73589,-0.82923,0.40539,0.16207,0.24475,-0.46114,-1.0466,0.25388,0.71649,0.2435,-1.0683,-0.25835,0.80347,-0.76779,-0.83836,0.37099,-0.30863,-0.039577,0.51961,1.0077,1.0552,1.0579,0.047909,0.3147,0.50691,-0.047742,0.31436,1.2766,-0.13385,1.7017,1.2392,1.6871,0.71425,0.49238,1.5788,1.3585,1.0903,1.2114,2.0348,0.64835,1.101,0.95098,3
-2.1199,-2.043,-1.6323,-0.77212,-0.93532,-1.3537,-0.85629,-1.3434,-1.7182,-1.247,-0.41989,-1.4078,-0.33551,-0.47961,-0.19108,-0.6154,-0.72459,-1.2965,-1.2462,-0.21437,-0.63869,-0.10211,-0.59069,-0.5514,-0.93119,0.30922,-0.39112,-0.47631,-0.039129,0.33055,0.45331,-0.39541,0.40944,-0.2449,0.30935,0.31703,0.32586,0.62465,0.058261,0.71655,0.6904,1.0129,0.48698,1.0849,1.1681,1.0432,0.62502,0.29257,1.043,1.5456,1.2867,0.91265,1.565,1.0734,1.8512,0.86793,0.66211,1.5425,1.031,1.6738,3
-1.326,-1.3756,-0.89393,-1.8819,-1.8586,-1.2171,-0.86202,-0.7558,-1.6886,-1.532,-0.54339,-1.3045,-1.2815,-0.57293,-1.261,-0.66758,-0.92482,-0.35528,-0.40407,0.077857,0.093171,-0.42383,-0.72084,-0.16153,-0.2956,-0.53502,0.033779,-0.72248,-0.012564,0.035903,-0.61058,0.30561,-0.35503,-0.31436,0.89535,1.0265,0.1156,0.46015,-0.085806,0.2025,0.16389,0.32664,0.59585,0.45754,1.3542,1.0643,1.6101,1.5683,0.67258,0.76342,1.0811,1.4545,1.2186,1.6773,0.89233,1.8976,1.6163,0.99686,1.1785,1.1079,3
-1.2508,-1.5152,-0.2508,-1.8903,-0.34342,-0.30917,-0.2686,-1.628,-1.5387,-0.77666,-1.4055,-0.95388,-0.80067,-1.5397,-1.4138,-0.84122,-1.5576,-0.17623,-0.91365,-0.43271,-0.38175,-0.054504,0.41787,-0.25242,-0.02469,-0.87617,0.63959,-0.30721,0.083834,0.97455,-0.16773,-0.73722,1.0544,1.0924,-0.51605,0.27746,-0.49688,0.41202,-0.47237,-0.29232,1.2521,0.23102,0.56823,1.1816,0.015411,0.62998,-0.099308,1.2699,-0.14212,1.1086,0.81362,1.6842,1.7681,1.2562,1.8575,1.8617,1.2423,0.27475,1.516,1.1437,3
-1.5786,-2.1273,-1.8626,-1.9668,-1.9683,-0.57982,-1.3334,-0.8466,-0.75908,-1.3603,-0.97883,-0.73886,-0.80004,-0.18836,-0.042778,-0.9661,-1.0323,-0.76799,-0.94082,-0.61794,-0.28792,-0.011096,-0.11,-0.35506,-0.4265,-0.69362,0.058124,0.18875,-0.41183,-0.40056,0.39868,0.50954,0.83077,-0.24883,0.32795,0.64443,-0.41591,0.25878,0.89255,0.17551,0.86457,1.028,1.2486,1.0389,1.4459,0.014837,0.5488,0.47116,0.88106,1.7116,0.51677,0.98177,1.2068,0.73513,1.5993,1.4171,1.3465,1.9997,0.70107,0.77579,3
-1.0018,-1.7397,-2.1757,-1.2586,-1.7039,-1.3391,-1.0176,-1.138,-0.49541,-0.61385,-0.80215,-0.41455,-0.26746,-1.1241,-0.25402,-0.5702,-0.98402,-1.1186,-0.58458,-0.47734,-1.1318,0.28809,-0.61362,-0.32124,-0.60147,-0.26463,0.47423,-0.10809,-0.57282,-0.015108,-0.6485,-0.35532,-0.34999,0.64378,-0.018538,0.5548,1.0389,-0.31399,-0.34617,1.2645,0.27916,0.36056,0.83494,0.58579,0.66585,1.46,1.2275,1.3053,0.033075,0.51947,1.0094,0.92981,0.37194,1.9098,0.63368,2.0017,0.71384,1.6786,1.9256,2.0316,3
-1.4794,-0.88958,-0.42839,-0.36977,-0.48207,-1.1854,-1.6745,-2.0501,-1.5073,-1.6058,-1.148,-0.82604,-1.1047,-1.1533,0.1415,-0.64869,-0.45259,-1.4632,-1.066,-1.2107,0.15141,-0.42683,-1.36,0.25344,-0.25784,0.3561,0.042365,0.061785,-0.015006,0.35425,0.60608,0.70479,-0.51429,0.96039,-0.62494,0.53198,1.3108,-0.34026,1.3413,-0.56866,1.3538,0.48044,-0.26696,0.7486,0.33541,0.89977,0.11336,1.0183,0.8961,0.8226,0.90652,1.2847,1.6852,2.042,0.42189,0.70154,1.3784,0.56168,0.58379,2.0702,3
-0.83569,-1.7495,-1.9365,-0.38538,0.05371,-0.55548,-1.3943,-2.1609,-0.44124,0.042321,-1.9314,-1.067,-0.82382,-0.4488,-0.7918,-0.76134,-0.3316,-1.4309,0.020143,-0.63046,-0.29093,0.73674,-0.95854,0.6711,0.77293,0.78324,-1.0575,-0.42671,-0.95838,-0.54263,-0.56605,-0.48205,-0.61079,0.47968,0.67961,1.0235,0.85101,1.3547,1.0015,-0.78087,0.70231,0.7377,0.41443,0.08409,0.33326,0.4161,1.0178,0.27174,-0.27627,0.47068,1.3028,2.0759,-0.10386,1.8691,1.9445,1.1822,0.15221,0.58113,0.83501,1.8697,3
-1.3341,-1.7213,-1.7991,-1.0046,-1.6656,-1.1066,-1.5033,-1.2433,-1.1574,-1.4428,-1.4052,-0.98964,-1.2429,-1.53,-0.81027,-0.19189,-0.61566,-0.37543,-0.98358,-0.91009,-0.56239,-1.0411,0.1351,-0.10479,0.043593,0.26221,0.42304,0.16698,0.46536,0.007634,-0.21886,0.058,-0.036765,0.5436,0.073964,0.85892,0.47393,0.80422,0.99389,0.42032,1.2135,1.2368,0.47606,0.66866,1.3398,0.28411,0.42429,0.62004,0.3494,0.52438,0.62798,0.50462,0.90213,1.8067,1.6552,1.8486,0.88721,0.91521,1.0325,1.9488,3
-1.9139,-1.6935,-1.0855,-0.74016,-1.981,-0.876,-0.91606,-1.1785,-0.48408,-1.4319,-1.7255,-0.81108,-1.2071,-1.5797,-0.82605,-1.1319,-0.12164,-1.3476,-0.78738,-0.01919,-0.38065,-0.2016,0.029159,0.013004,-0.9343,0.35875,0.45932,0.19048,0.62717,-0.1983,-0.16562,0.041072,-0.39348,-0.10434,0.58019,-0.24114,0.8179,0.6735,-0.17852,-0.10249,0.43105,0.87914,0.34366,1.4671,0.83474,0.6234,0.66478,1.6658,1.5123,0.40956,1.7017,1.1588,0.91783,1.388,1.1938,1.0183,0.84058,1.0001,1.9564,0.96067,3
-1.7689,-0.91185,-0.98313,-1.126,-0.66883,-0.91181,-1.69,-0.89556,-1.7093,-1.195,-1.2678,-0.385,-1.3533,-1.5543,-0.83341,-1.4453,0.003926,-0.054109,-0.26724,-0.66055,-0.62944,0.17524,-0.6849,-1.0704,-0.9885,0.26555,-0.27523,-0.6866,-0.31577,-0.66699,0.19078,0.43514,0.48483,-0.41528,0.80802,0.44329,0.52081,0.00043,0.12331,0.1447,-0.1456,1.1196,1.0275,0.37823,0.87929,1.0984,1.2175,1.0865,1.6286,1.1059,1.7184,1.2037,1.5002,1.7121,0.81193,0.70599,1.98,0.90484,0.91571,0.96977,3
-1.6869,-1.2239,-1.7135,-2.1457,-0.099476,-0.58705,-0.5636,-1.4457,-1.1282,-0.95418,-0.8341,-0.1595,-1.3431,-1.5169,0.23416,-1.2292,-0.2268,0.21051,-0.43835,-0.8521,-0.57548,-1.1248,0.56027,-1.0089,-0.32413,1.0122,-0.69484,-0.68618,0.086474,-0.95328,0.13722,-0.63156,0.15577,-0.5884,0.84696,-0.40819,0.65715,1.2306,0.83018,1.6001,0.62996,1.22,0.95075,0.079768,1.0922,0.41497,0.12691,-0.099476,1.2512,0.42194,1.3524,0.52564,0.47257,2.1829,1.3853,0.83351,0.5804,1.5495,1.0042,1.6077,3
-1.7985,-1.3219,-0.85093,-0.95643,-1.6648,-1.1307,-1.1618,-1.4359,-0.56268,-1.4612,-1.5437,-1.3956,-1.4013,-0.42097,-1.0998,-1.3587,-0.48924,-0.19598,-0.70015,-0.97411,-0.72572,-0.47785,-0.645,-0.55322,-0.85782,-0.013468,-0.49249,-0.094095,-0.22972,0.56209,-0.34508,0.76301,0.5852,0.78785,0.42688,0.39936,0.9895,0.90749,1.0954,0.32572,0.46002,0.41279,0.79438,0.36357,0.56686,1.44,1.099,0.35863,0.66177,0.64352,0.72065,1.6692,0.87611,1.5942,1.595,1.0076,1.5253,0.81235,1.198,1.7175,3
-1.838,-1.1747,-0.91044,-1.2066,-1.1704,-1.6346,-1.4702,-0.75343,-1.7796,-0.60942,-0.44174,-0.14745,-1.4516,-1.513,-1.4486,-1.2751,-0.57226,-0.94041,-0.54542,-0.75735,-0.57324,0.1917,-0.24963,0.51231,-1.0303,-0.14668,0.27393,-0.094892,0.45984,-0.24069,0.045936,0.4055,0.65735,0.013749,0.006216,-0.38061,-0.38514,0.94305,0.23113,0.003784,1.1363,0.25574,1.1387,0.44211,0.63153,1.2577,1.6274,0.36606,0.55466,0.1936,1.3072,1.6326,0.79972,1.8896,1.4403,0.89395,0.89738,1.6662,1.7174,1.149,3
-2.0852,-1.2933,-1.5658,-1.6089,-1.7309,-1.3304,-1.6702,-0.63974,-0.71614,-1.1529,-1.4449,-0.86395,-0.98154,-0.89705,-0.65547,-0.45673,-0.21078,-0.79981,-0.67693,-0.40001,-0.86067,-0.68214,0.13993,-0.83585,-0.20862,-0.22366,0.10626,-0.53051,-0.48519,-0.48844,-0.39273,0.42632,0.060151,0.19311,0.28135,0.57778,0.10295,0.81766,0.68111,0.924,0.6521,0.36984,1.161,1.1232,1.2375,1.4046,0.65088,1.315,0.62301,1.3895,0.73419,0.75078,1.7527,0.76363,1.027,1.1263,1.2505,1.1792,1.2763,1.7906,3
-2.1153,-1.0193,-1.0939,-1.684,-2.0987,-2.0739,-0.77608,-1.8298,-0.27417,-0.9933,-0.06476,-1.245,-0.13312,-1.2679,-0.97467,-0.92134,-0.33378,-1.0361,-0.055146,0.2456,0.002437,-0.6771,0.027301,-1.0757,0.36973,0.19975,0.49265,-0.88913,0.41728,0.36126,-0.95656,0.97065,1.0447,-0.15554,0.21588,-0.30604,1.1593,0.04265,0.53772,0.60847,1.0356,-0.19015,1.4511,0.43107,0.47033,1.2397,1.1215,0.225,0.69677,0.21589,0.29282,1.9232,0.23126,1.0976,0.99364,0.59158,1.5224,0.9743,1.6174,1.4138,3
-0.98992,-1.9786,-1.3657,-1.8335,-0.96706,-0.8228,-1.0235,-1.2261,-0.93046,-1.7167,-1.6933,-0.65516,-1.3988,-1.071,-1.6054,-0.54838,-0.077405,-0.60218,0.071973,-0.13856,-0.85436,-1.0343,0.17925,-0.045845,-0.6483,0.38188,-0.033961,-0.45367,0.087153,-0.18158,0.38947,-0.23724,0.15356,-0.43915,0.75879,-0.16578,0.69189,0.43303,0.027116,0.86349,0.77937,0.28235,0.7769,1.5107,0.86908,0.24906,0.28999,1.1129,0.32623,0.41489,1.5515,1.1532,1.4097,1.4655,1.7392,1.2102,1.4786,1.4166,1.4867,1.1784,3
-1.5243,-2.0845,-1.6556,-0.66597,-1.9098,-0.90162,-0.70629,-0.55349,-1.1682,-0.91583,-0.30771,-0.44902,-1.1533,-1.5864,-1.5892,-1.014,-0.58629,-0.34834,0.25796,-0.19745,-1.0628,-0.086421,0.053623,-0.086122,-0.85813,-0.082319,-0.61018,-0.41386,0.38493,-0.58988,0.85985,0.11225,-0.14999,-0.63119,0.80437,0.078279,0.39035,-0.31545,0.76699,0.63222,0.93602,0.72875,0.43434,1.1684,0.22892,0.93423,0.8233,0.26375,0.22533,0.51187,1.0575,0.42127,1.5086,1.7164,2.0698,0.60383,1.0479,2.0717,2.2877,0.82343,3
-1.1329,-2.0267,-1.304,-1.8875,-2.048,-0.53845,-0.60669,-1.4185,-1.494,-0.9423,-0.64256,-0.25089,-0.42626,-1.5687,-0.23227,-0.56905,-0.6837,-0.30292,0.15681,-0.41539,-0.27987,0.16408,-0.34253,-0.67841,-0.80073,-0.84162,0.13355,-0.41302,0.4232,0.73516,-0.87479,0.29172,-0.78164,0.42809,-0.49109,0.9937,0.927,0.47083,-0.44625,-0.23091,0.62909,0.070954,0.66673,1.3689,1.3207,-0.023696,-0.027337,1.5919,1.2599,0.82005,1.5571,0.53629,0.32619,1.5774,1.3947,1.2671,1.6344,1.8688,0.57438,1.5338,3
-1.6944,-2.0719,-1.6389,-1.9595,-0.65383,-0.90429,-1.9397,-0.72626,-0.3995,-0.91913,-1.3629,-1.0141,-0.15045,-1.0555,-0.87811,0.023332,-0.21885,-0.93543,-0.67305,-0.6186,-0.62109,-0.46363,-0.44233,-0.51516,-0.38215,-0.26873,-0.072058,0.19277,-0.4121,-0.20088,-0.31092,-0.46794,-0.40667,0.32374,0.6392,-0.26773,0.041044,-0.00591,0.40511,1.2496,1.2791,0.65584,0.12878,0.35646,1.5086,0.60271,0.65563,0.75857,0.85401,1.5524,1.5241,0.72906,1.4042,1.3956,1.7055,1.3052,1.0791,1.086,1.7735,1.4226,3
-1.2886,-0.93088,-1.9427,-1.2085,-0.80909,-1.6375,-1.3749,-1.327,-1.5793,-0.57143,-1.4456,-0.93167,-0.56504,-0.34835,-1.178,-0.85777,-0.80568,-1.136,-1.0953,-0.16013,-1.0425,-0.47819,0.14005,-0.084286,-0.65403,-0.52223,0.18999,-0.60546,-0.22577,-0.19943,0.13397,0.69756,0.4405,0.46937,0.53583,-0.11089,-0.11222,0.46868,0.6035,1.2325,1.1434,0.29337,0.48767,0.1101,0.19018,1.1698,1.5816,1.5662,0.88334,0.48425,0.42383,1.7517,1.9232,1.425,0.69212,1.0099,1.4783,0.77866,1.8578,1.0662,3
-1.149,-0.63252,-1.4881,-2.0267,-1.2105,-1.1452,-0.25564,-0.93271,-1.4228,-0.59664,-1.6372,-0.89663,-1.3232,-0.86622,-1.0757,-1.2672,-0.66452,0.074441,-0.18436,-1.2456,-0.80058,-1.1025,-0.048358,-1.0176,-0.22399,-0.68893,0.16364,-0.59272,-0.39334,0.77795,0.60955,-0.3443,0.36105,0.89999,-0.20117,0.42516,0.19067,0.22998,-0.027776,1.1928,-0.037309,0.82779,0.56738,1.2831,1.1214,0.95806,1.5543,0.3007,0.34355,1.1104,1.7815,1.6013,0.64253,1.58,0.48042,1.1722,1.4764,1.6766,0.70522,1.391,3
