att0,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,att31,att32,att33,att34,att35,att36,att37,att38,att39,att40,att41,att42,att43,att44,att45,att46,att47,att48,att49,att50,att51,att52,att53,att54,att55,att56,att57,att58,att59,att60,att61,att62,att63,att64,att65,att66,att67,att68,att69,att70,att71,att72,att73,att74,att75,att76,att77,att78,att79,att80,att81,att82,att83,att84,att85,att86,att87,att88,att89,att90,att91,att92,att93,att94,att95,att96,att97,att98,att99,att100,att101,att102,att103,att104,att105,att106,att107,att108,att109,att110,att111,att112,att113,att114,att115,att116,att117,att118,att119,att120,att121,att122,att123,att124,att125,att126,att127,att128,att129,att130,att131,att132,att133,att134,att135,att136,att137,att138,att139,att140,att141,att142,att143,att144,att145,att146,att147,att148,att149,att150,att151,target
-1.2911,-1.2911,-1.2911,-1.2911,-1.2911,-1.2911,-1.2911,-1.2911,-1.2911,-1.2911,-1.2932,-1.2911,-1.2932,-1.2911,-1.2911,-1.2911,-1.2911,-1.2932,-1.2911,-1.2911,-1.2932,-1.2911,0.62924,0.90711,0.66218,0.38225,0.20523,0.075561,-0.047937,-0.11998,-0.18996,-0.23524,-0.27435,-0.31346,-0.34227,-1.2767,-1.2911,-1.2911,-1.2911,-1.2911,-1.2911,-1.2911,-1.2911,-1.2911,-1.2911,-1.2911,-1.2911,-1.2911,-1.2911,-1.2911,-1.2911,-1.2911,-1.2911,0.22993,0.63748,0.70746,0.83713,0.86183,0.88447,0.89682,0.903,0.90506,0.89888,0.89065,0.88036,0.87212,0.86595,0.86389,0.85977,0.85566,0.85154,0.84742,0.84742,0.84536,0.84125,0.83507,0.83096,0.82684,0.82684,0.82478,0.82272,0.82478,0.82272,0.82478,0.82067,0.82272,0.81861,0.81861,0.81655,0.81861,0.81655,0.82067,0.81655,0.81861,0.82067,0.82067,0.82067,0.82272,0.82067,0.82272,0.82272,0.82478,0.82684,0.82684,0.82478,0.82478,0.82478,0.82272,0.82272,0.82478,0.8289,0.84536,0.85771,0.86183,0.86183,0.87006,0.87624,0.87006,0.84536,0.84331,0.83919,0.83507,0.83302,0.82684,0.82478,0.82272,0.81861,0.81861,0.81655,0.81449,0.81243,0.81243,0.81037,0.81037,0.81037,0.81037,0.81037,-0.99475,-1.2911,-1.2911,-1.2911,-1.2911,-1.2911,-1.2911,-1.2911,-1.2911,-1.2911,-1.2911,-1.2911,-1.2911,-1.2911,-1.2911,1
1.0566,1.0757,1.0566,1.0757,1.0566,1.0757,1.0757,1.0757,1.0757,1.0566,1.0566,1.0566,1.0566,1.0757,1.0566,1.0566,1.0566,1.0757,1.0566,1.0566,1.0566,1.0566,0.50286,0.082784,0.31192,0.54105,0.61742,0.65561,0.67471,0.6938,0.7129,0.7129,0.73199,0.73199,0.73199,0.75108,1.0566,1.0566,1.0566,1.0566,1.0566,1.0566,1.0566,1.0566,1.0566,1.0566,1.0566,1.0566,1.0566,1.0757,1.0566,1.0757,1.6867,-0.20363,-0.85284,-0.89102,-0.91012,-0.94831,-0.94831,-0.9674,-0.9865,-0.9865,-0.9865,-1.0056,-1.0056,-1.0056,-1.0056,-1.0247,-1.0247,-1.0247,-1.0247,-1.0247,-1.0247,-1.0247,-1.0247,-1.0247,-1.0247,-1.0247,-1.0438,-1.0438,-1.0438,-1.0438,-1.0438,-1.0438,-1.0438,-1.0438,-1.0438,-1.0438,-1.0438,-1.0438,-1.0438,-1.0438,-1.0438,-1.0438,-1.0438,-1.0438,-1.0438,-1.0438,-1.0438,-1.0438,-1.0438,-1.0438,-1.0438,-1.0438,-1.0438,-1.0438,-1.0438,-1.0056,-0.9865,-0.94831,-0.91012,-0.85284,-0.83374,-0.81465,-0.81465,-0.81465,-0.81465,-0.81465,-0.81465,-0.81465,-0.81465,-0.81465,-0.81465,-0.81465,-0.81465,-0.81465,-0.81465,-0.81465,-0.81465,-0.81465,-0.79555,1.0757,1.0566,1.0566,1.0757,1.0566,1.0566,1.0375,1.0566,1.0757,1.0948,1.1139,1.133,1.1521,1.1712,1.1903,1.2093,1.2284,1.2475,1.2666,1.2857,1.3048,1
-1.1496,-1.1496,-1.1496,-1.1496,-1.1496,-1.1496,-1.1496,-1.1496,-1.1496,-1.1496,-1.1496,-1.1496,-1.1496,-1.1496,-1.1496,0.41901,1.8582,1.8582,1.8582,1.8582,1.8582,1.8582,1.8582,1.8582,1.8582,1.8582,1.8582,1.8582,-1.0996,-1.1496,-1.1496,-1.1496,-1.1496,-1.1496,-1.1496,-1.1496,-1.1496,-1.1496,-1.1496,-1.1496,-1.1496,-1.1496,-1.1496,-1.1496,-1.1496,-1.1496,-1.1496,-1.1496,0.079423,0.44841,0.60865,0.60718,0.60277,0.60277,0.60571,0.61012,0.61306,0.61894,0.61894,0.62041,0.62482,0.62776,0.63217,0.63658,0.63658,0.63952,0.64246,0.64834,0.65275,0.65569,0.6601,0.66598,0.67039,0.67186,0.67481,0.67628,0.68069,0.68216,0.6851,0.6851,0.68657,0.68657,0.69098,0.69098,0.69245,0.69539,0.69833,0.69833,0.70127,0.70274,0.70274,0.70421,0.70568,0.70274,0.70127,0.70127,0.70127,0.70127,0.70274,0.70421,0.70421,0.6998,0.67186,0.6307,0.58513,0.56014,0.53956,0.51751,0.50134,0.48516,0.47928,0.4734,0.46899,0.46752,0.46899,0.46605,0.46605,0.46605,0.46605,0.46605,0.46311,0.46311,0.46311,0.46458,0.46311,0.46311,-0.91435,-1.1496,-1.1496,-1.1496,-1.1496,-1.1496,-1.1496,-1.1496,-1.1496,-1.1496,-1.1496,-1.1496,-1.1496,-1.1496,-1.1496,-1.1496,-1.1496,-1.1496,-1.1496,-1.1496,-1.1496,-1.1496,-1.1496,-1.1496,-1.1496,-1.1496,1
1.0418,1.0649,1.0649,1.0649,1.0649,1.0418,1.0649,1.0649,1.0649,1.0649,1.0649,1.0649,1.0649,1.0649,1.0649,1.0649,1.0418,1.0649,0.99557,-0.85298,-0.87608,-0.85298,-0.85298,-0.87608,-0.87608,-0.87608,-0.87608,-0.89919,-0.89919,-0.87608,-0.87608,1.0418,1.0418,1.0418,1.0418,1.0418,1.0418,1.0418,1.0418,1.0649,1.0418,1.0418,1.0418,1.0418,1.0418,1.0418,1.0418,3.1214,-0.82987,-0.87608,-0.82987,-0.82987,-0.76055,-0.80676,-0.9223,-0.9223,-0.89919,-0.82987,-0.82987,-0.89919,-0.85298,-0.89919,-0.87608,-0.89919,-0.9223,-0.94541,-0.9223,-0.9223,-0.9223,-0.9223,-0.9223,-0.96851,-0.87608,-0.87608,-0.89919,-0.87608,-0.89919,-0.87608,-0.87608,-0.89919,-0.9223,-0.9223,-0.9223,-0.87608,-0.9223,-0.9223,-0.89919,-0.89919,-0.87608,-0.89919,-0.87608,-0.87608,-0.89919,-0.89919,-0.9223,-0.9223,-0.89919,-0.9223,-0.96851,-0.89919,-0.9223,-0.94541,-0.89919,-0.89919,-0.87608,-0.89919,-0.9223,-0.96851,-0.9223,-0.9223,-0.9223,-0.87608,-0.9223,-0.9223,-0.89919,-0.9223,-0.9223,-0.9223,-0.9223,1.0418,1.0418,1.0418,1.0649,1.0649,1.0418,1.0418,1.0418,1.0418,1.0418,1.0418,1.0418,1.0418,1.0418,1.0418,1.0418,1.0418,1.0418,1.0418,1.0418,1.0418,1.0418,1.0418,1.0418,1.0418,1.0418,1.0418,1.0418,1.0418,1.0418,1.0418,1.0418,1.0418,1
-1.1557,-1.1557,-1.1557,-1.1557,-1.1557,-1.1557,-1.1557,-1.1557,-1.1557,-1.1557,-1.1557,-1.1557,-1.1557,-1.1557,-1.1557,-1.1557,-1.1557,-1.1557,-1.1557,-1.1557,1.763,1.763,1.763,1.763,1.763,1.763,1.763,1.763,1.763,1.763,1.763,1.763,1.763,-1.1072,-1.1557,-1.1557,-1.1557,-1.1557,-1.1557,-1.1557,-1.1557,-1.1557,-1.1557,-1.1557,-1.1557,-1.1557,-1.1557,-1.1557,-1.1557,-1.1557,-1.1557,-1.1557,0.068269,0.41635,0.57328,0.58041,0.59325,0.60038,0.60751,0.61322,0.61893,0.62321,0.62606,0.63034,0.63177,0.63462,0.64033,0.64318,0.64746,0.65174,0.65316,0.65744,0.65887,0.66315,0.6603,0.66458,0.66743,0.67028,0.67599,0.6817,0.6874,0.68883,0.69026,0.69311,0.69454,0.69454,0.69739,0.69881,0.70167,0.70024,0.70167,0.70167,0.70309,0.70452,0.71023,0.71023,0.71308,0.71308,0.71165,0.71165,0.71165,0.71165,0.71165,0.71023,0.71023,0.7088,0.70309,0.68598,0.63605,0.58469,0.52905,0.48768,0.47056,0.46343,0.462,0.46058,0.462,0.46058,0.45915,0.45915,0.462,0.462,0.462,0.462,0.46343,0.462,0.46343,0.46486,0.46343,0.46343,-0.92177,-1.1557,-1.1557,-1.1557,-1.1557,-1.1557,-1.1557,-1.1557,-1.1557,-1.1557,-1.1557,-1.1557,-1.1557,-1.1557,-1.1557,-1.1557,-1.1557,-1.1557,-1.1557,-1.1557,-1.1557,-1.1557,1
-1.1604,-1.1625,-1.1604,-1.1604,-1.1604,-1.1604,-1.1604,-1.1604,-1.1604,-1.1604,-1.1604,-1.1604,-1.1625,-1.1604,-1.1604,-1.1604,-1.1604,-1.1625,-1.1625,0.56549,0.87019,0.6761,0.46114,0.25036,0.12931,0.016614,-0.048083,-0.10234,-0.15452,-0.19209,-0.23174,-0.2547,-0.27348,-1.1604,-1.1604,-1.1604,-1.1604,-1.1604,-1.1604,-1.1604,-1.1604,-1.1604,-1.1604,-1.1625,-1.1604,-1.1604,-1.1604,-1.1625,-1.1604,-1.1625,0.24618,0.72828,0.87019,0.92237,0.94741,0.96619,0.9808,0.99124,0.99541,0.98706,0.98498,0.97663,0.96411,0.95576,0.95159,0.94115,0.93698,0.92654,0.92654,0.92445,0.91611,0.91193,0.91193,0.91402,0.90776,0.90776,0.90776,0.90776,0.90985,0.90985,0.90985,0.90776,0.90776,0.90358,0.90567,0.90776,0.90985,0.90776,0.90776,0.90567,0.90567,0.90985,0.91193,0.90985,0.90985,0.91402,0.91402,0.91193,0.91402,0.91819,0.91611,0.91819,0.92445,0.94115,0.96411,1.0079,1.0121,1.0017,0.98289,0.97454,0.96411,0.95993,0.95576,0.9495,0.9495,0.94532,0.9495,0.93698,0.94324,0.93906,0.9495,0.94741,0.94324,0.94115,0.93906,0.94115,-1.1271,-1.1604,-1.1604,-1.1604,-1.1625,-1.1604,-1.1604,-1.1604,-1.1604,-1.1604,-1.1604,-1.1604,-1.1604,-1.1604,-1.1604,-1.1604,-1.1604,-1.1604,-1.1604,-1.1604,-1.1604,-1.1604,-1.1604,-1.1604,-1.1604,-1.1604,1
-1.0427,-1.0427,-1.0427,-1.0449,-1.0427,-1.0427,-1.0427,-1.0427,-1.0427,-1.0427,-1.0427,-0.67046,0.015576,1.1518,1.0241,0.86608,0.71676,0.57393,0.42893,0.36833,0.31639,0.20386,-1.0405,-1.0427,-1.0427,-1.0427,-1.0427,-1.0427,-1.0427,-1.0427,-1.0427,-1.0427,-1.0427,-1.0427,-1.0427,-1.0427,-1.0427,-1.0427,-1.0427,-1.0427,0.35102,0.69512,0.86392,0.95481,0.98511,1.0089,1.0262,1.0392,1.0457,1.05,1.0544,1.0479,1.0457,1.0349,1.0262,1.0219,1.0111,1.0024,0.99593,0.99377,0.98511,0.98078,0.97862,0.97646,0.97213,0.9678,0.96564,0.96564,0.95265,0.95265,0.95265,0.94832,0.94616,0.95049,0.94832,0.94616,0.94399,0.94183,0.94183,0.94616,0.94616,0.94616,0.95049,0.94832,0.94832,0.95265,0.94832,0.95698,0.96347,0.98944,1.0349,1.089,1.0976,1.0782,1.0674,1.063,1.0587,1.0587,1.0544,1.0522,1.0522,1.05,1.05,1.0457,1.0457,1.0457,1.0435,1.0414,1.0435,1.0392,-1.0102,-1.0427,-1.0427,-1.0427,-1.0427,-1.0427,-1.0427,-1.0449,-1.0449,-1.0449,-1.0449,-1.0449,-1.0449,-1.0449,-1.0449,-1.0449,-1.0449,-1.0449,-1.0449,-1.0449,-1.0449,-1.0449,-1.0449,-1.0449,-1.0449,-1.0449,-1.0449,-1.0449,-1.0449,-1.0449,-1.0449,-1.0449,-1.0449,-1.0449,-1.0449,-1.0449,-1.0449,-1.0449,-1.0449,-1.0449,-1.0449,-1.0449,1
-1.159,-1.159,-1.159,-1.159,-1.159,-1.159,-1.159,-1.159,-1.159,-1.159,-1.159,-1.159,-1.1612,-1.1612,-1.159,-1.159,-1.159,-1.159,-1.159,-1.159,-1.159,-0.69049,0.78689,0.91763,0.64525,0.37723,0.2247,0.11139,0.011153,-0.04986,-0.10651,-0.14792,-0.18496,-0.21982,-0.24379,-1.1459,-1.159,-1.159,-1.159,-1.159,-1.159,-1.159,-1.159,-1.159,-1.1612,-1.159,-1.159,-1.159,-1.159,-1.159,-1.159,-1.159,-1.159,0.131,0.45567,0.83483,0.86315,0.89366,0.91327,0.92852,0.94813,0.95903,0.96992,0.96992,0.96557,0.96992,0.96775,0.95903,0.95685,0.95249,0.94813,0.94378,0.94378,0.9416,0.93942,0.93506,0.93288,0.92634,0.92417,0.92199,0.92199,0.92199,0.92199,0.92417,0.92634,0.92634,0.92634,0.92634,0.92634,0.92634,0.92417,0.92199,0.92417,0.92199,0.92634,0.92417,0.92852,0.92852,0.92634,0.92417,0.92417,0.92852,0.92852,0.9307,0.93288,0.93288,0.93942,0.95685,0.97428,0.97864,0.98736,0.98736,0.97646,0.9721,0.96775,0.96339,0.95685,0.95685,0.95685,0.95031,0.95031,0.94813,0.94813,0.94596,0.94596,0.94596,0.94596,0.94596,0.94596,-0.85828,-1.159,-1.159,-1.159,-1.159,-1.159,-1.159,-1.159,-1.159,-1.159,-1.159,-1.159,-1.159,-1.159,-1.159,-1.159,-1.159,-1.159,-1.159,-1.159,-1.159,-1.159,-1.159,1
1.1139,1.1139,1.1139,1.1139,1.1139,1.0951,1.0951,1.0951,1.1139,1.1139,1.0951,1.0951,1.0951,1.1139,1.1139,1.0951,1.1139,1.1139,1.0951,-0.40804,0.09926,0.36231,0.45625,0.51262,0.53141,0.56898,0.58777,0.60656,0.60656,0.62535,0.62535,0.62535,1.1327,1.0951,1.1139,1.0951,1.1139,1.0951,1.0951,1.1139,1.1139,1.1139,1.1139,1.0951,1.1139,1.1139,1.1139,1.1139,1.1139,1.1139,-0.08863,-0.74624,-0.80261,-0.95292,-0.97171,-0.9905,-1.0093,-1.0093,-1.0093,-1.0281,-1.0469,-1.0469,-1.0469,-1.0469,-1.0469,-1.0469,-1.0093,-1.0281,-1.0281,-1.0469,-1.0469,-1.0281,-1.0281,-1.0469,-1.0469,-1.0469,-1.0469,-1.0469,-1.0469,-1.0657,-1.0657,-1.0657,-1.0657,-1.0657,-1.0657,-1.0657,-1.0657,-1.0657,-1.0657,-1.0844,-1.0844,-1.0844,-1.0844,-1.0657,-1.0657,-1.0657,-1.0657,-1.0657,-1.0844,-1.0657,-1.0657,-1.0657,-1.0657,-1.0469,-1.0281,-0.97171,-0.95292,-0.93413,-0.95292,-0.93413,-0.95292,-0.95292,-0.93413,-0.93413,-0.93413,-0.95292,-0.93413,-0.93413,-0.93413,-0.93413,-0.93413,-0.93413,-0.91534,-0.91534,1.0763,1.1139,1.1139,1.1139,1.1139,1.0951,1.1139,1.1139,1.0951,1.0763,1.0575,1.0387,1.0199,1.0011,0.98234,0.96355,0.94476,0.92598,0.90719,0.8884,0.86961,0.85082,0.83203,0.81324,0.79445,0.77566,0.75687,0.73809,1
-1.5207,-1.5434,-1.5533,-1.5533,-1.5533,-1.5575,-1.5575,-1.5575,-1.5575,-1.5575,-0.65652,-0.88707,0.61081,1.0776,1.5344,1.6745,1.8244,1.8286,1.9008,1.847,1.8329,1.8329,1.8371,1.8371,1.8371,1.8329,1.8286,1.8286,1.8329,1.8329,1.8286,1.8244,-0.95496,-1.426,-1.4854,-1.5122,-1.5306,-1.5349,-1.5434,-1.5434,-1.5476,-0.72016,-0.43021,0.00402,0.18082,0.29822,0.34772,0.38874,0.39864,0.40289,0.40289,0.40713,0.40713,0.40713,0.40289,0.40713,0.40289,0.40289,0.40713,0.40289,0.40713,0.40289,0.40289,0.40289,0.40289,0.40289,0.40289,0.40713,0.40713,0.40289,0.40289,0.40289,0.40713,0.40289,0.40713,0.40713,0.40713,0.40713,0.40289,0.40713,0.40713,0.40713,0.40713,0.40713,0.40289,0.40713,0.40713,0.40713,0.40713,0.40713,0.40713,0.40713,0.40289,0.40289,0.40289,0.40713,0.40289,0.40713,0.40289,0.40713,0.40289,0.40713,0.40713,0.41137,0.40713,0.40713,0.40713,0.40713,0.40713,0.40713,0.40289,0.40289,0.40289,0.40289,0.40289,0.40713,0.40289,0.40289,0.40713,-0.87434,-0.98183,-1.0002,-1.0045,-1.0045,-1.0045,-1.0045,-1.0045,-1.0045,-1.0045,-1.0045,-1.0045,-1.0045,-1.0045,-1.0045,-1.0045,-1.0045,-1.0045,-1.0045,-1.0045,-1.0045,-1.0045,-1.0045,-1.0045,-1.0045,-1.0045,-1.0045,-1.0045,-1.0045,-1.0045,-1.0045,-1.0045,-1.0045,1
-1.1992,-1.1992,-1.1992,-1.1992,-1.1992,-1.1992,-1.1992,-1.1992,-1.1992,-1.1992,-1.1992,-1.1992,-1.1992,-1.1992,-1.1992,-1.1992,-1.1992,-1.1992,-1.1992,0.99657,0.98579,0.9822,0.9822,0.9822,0.9822,0.98939,0.9822,0.9822,0.9822,0.9822,0.98579,0.98579,0.98579,-1.1992,-1.1992,-1.1992,-1.1992,-1.1992,-1.1992,-1.1992,-1.1992,-1.1992,-1.1992,-1.1992,-1.1992,-1.1992,-1.1992,-1.1992,-1.2028,-1.2028,-1.1992,0.82048,0.8097,0.79173,0.79173,0.78814,0.79532,0.79532,0.79892,0.79892,0.79532,0.79892,0.79892,0.79892,0.80251,0.80251,0.79532,0.79532,0.79532,0.79532,0.79532,0.79532,0.79532,0.79532,0.79532,0.79532,0.79892,0.79892,0.79892,0.79892,0.79892,0.79892,0.79892,0.79892,0.79892,0.79892,0.79892,0.79892,0.79892,0.79892,0.80251,0.79532,0.79532,0.79532,0.79532,0.79532,0.79532,0.79532,0.79532,0.79532,0.79532,0.79532,0.79532,0.79532,0.79532,0.79532,0.79532,0.79532,0.79532,0.79532,0.79532,0.79532,0.79532,0.79532,0.79532,0.79532,0.79532,0.79532,0.79532,0.79532,0.79532,0.79532,0.79532,0.79892,0.79532,0.79532,0.79532,-1.192,-1.1992,-1.1992,-1.1992,-1.1992,-1.1992,-1.1992,-1.1992,-1.1992,-1.1992,-1.1992,-1.1992,-1.1992,-1.1992,-1.1992,-1.1992,-1.1992,-1.1992,-1.1992,-1.1992,-1.1992,-1.1992,-1.1992,-1.1992,-1.1992,1
-1.6304,-1.6535,-1.6621,-1.6679,-1.6679,-1.6679,-1.6679,-1.6723,-1.6723,-0.73743,-0.9975,0.52393,0.95883,1.453,1.5556,1.6986,1.768,1.7766,1.8604,1.8142,1.7954,1.7911,1.7867,1.7867,1.7911,1.7867,1.7867,1.7867,1.7867,1.7867,1.7911,1.7824,-1.3067,-1.5379,-1.5928,-1.626,-1.6448,-1.6491,-1.6578,-1.6621,-1.6621,-0.8169,-0.51203,-0.10458,0.065912,0.26097,0.29275,0.32599,0.32599,0.32599,0.32599,0.32599,0.32599,0.32599,0.32599,0.32599,0.32599,0.33032,0.33466,0.33032,0.33466,0.33466,0.33466,0.33032,0.33466,0.33466,0.33466,0.33466,0.33466,0.33466,0.33899,0.33899,0.33899,0.33466,0.33899,0.33899,0.33466,0.33466,0.33466,0.33032,0.33032,0.33032,0.33032,0.33032,0.33466,0.33466,0.33466,0.33466,0.33466,0.33466,0.33466,0.33466,0.33466,0.33466,0.33466,0.33466,0.33466,0.33466,0.33466,0.33032,0.33032,0.33032,0.33032,0.33032,0.33032,0.33466,0.33899,0.33899,0.33466,0.33466,0.33466,0.33466,0.33032,0.33032,0.33032,0.33466,0.33466,0.33466,0.33899,0.33899,0.33899,0.33899,0.33466,0.33466,0.33466,-0.25774,-1.0712,-1.103,-1.1073,-1.1073,-1.1073,-1.1073,-1.1073,-1.1073,-1.1073,-1.1073,-1.1073,-1.1073,-1.1073,-1.1073,-1.1073,-1.1073,-1.1073,-1.1073,-1.1073,-1.1073,-1.1073,-1.1073,-1.1073,-1.1073,-1.1073,-1.1073,1
1.1299,1.1101,1.1299,1.1299,1.1101,1.1101,1.1101,1.1101,1.1101,1.1101,1.1101,1.1299,1.1101,1.1299,1.1299,1.1299,1.1299,1.1101,1.1101,1.1101,1.1101,1.1299,0.75437,0.12196,0.39864,0.59626,0.65555,0.67532,0.69508,0.7346,0.7346,0.75437,0.75437,0.75437,0.77413,0.77413,1.1299,1.1101,1.1101,1.1101,1.1101,1.1101,1.1101,1.1299,1.1299,1.1101,1.1299,1.1299,1.1101,1.1299,1.1101,1.1101,1.1101,1.1101,0.93223,-0.64879,-0.86618,-0.88595,-0.90571,-0.90571,-0.92547,-0.92547,-0.94523,-0.965,-0.965,-0.965,-0.965,-0.98476,-0.98476,-0.98476,-0.98476,-0.98476,-0.98476,-1.0045,-1.0045,-1.0045,-1.0045,-1.0045,-1.0045,-1.0045,-1.0045,-1.0045,-1.0045,-1.0045,-1.0045,-1.0045,-1.0045,-1.0045,-1.0243,-1.0243,-1.0243,-1.0243,-1.0243,-1.0243,-1.0243,-1.0243,-1.0243,-1.0243,-1.0243,-1.0243,-1.0243,-1.0243,-1.0243,-1.0243,-1.0243,-1.0243,-1.0243,-1.0243,-1.0243,-1.0243,-1.0045,-0.965,-0.94523,-0.90571,-0.86618,-0.84642,-0.84642,-0.84642,-0.82666,-0.82666,-0.82666,-0.82666,-0.82666,-0.82666,-0.82666,-0.82666,-0.82666,-0.82666,-0.82666,-0.82666,-0.82666,-0.82666,-0.82666,-0.82666,1.1101,1.1299,1.1101,1.1299,1.1101,1.1101,1.1101,1.1101,1.1101,1.1101,1.1101,1.1101,1.1101,1.1101,1.1101,1.1101,1.1101,1.1101,1
-1.0638,-1.0638,-1.0638,-1.0638,-1.0638,-1.0638,-1.0638,-1.0638,-1.0638,-1.0638,-1.0652,-1.0638,-1.0652,-1.0638,-1.0638,-1.0638,-1.0652,-1.0638,-1.0638,1.8679,1.8679,1.8679,1.8679,1.8679,1.8679,1.8679,1.8679,1.8679,1.8679,1.8622,1.8177,1.7862,-0.65949,-1.0623,-1.0638,-1.0638,-1.0638,-1.0638,-1.0638,-1.0638,-1.0638,-1.0638,-1.0638,-1.0652,-1.0638,-1.0652,-1.0638,-1.0652,-1.0638,0.36408,0.59058,0.62069,0.62355,0.63789,0.64362,0.64506,0.65223,0.65939,0.66656,0.67086,0.67803,0.68376,0.68376,0.68806,0.69523,0.69953,0.70097,0.70383,0.7067,0.70813,0.71387,0.71817,0.72247,0.7239,0.7239,0.72677,0.7282,0.72964,0.73107,0.73107,0.7325,0.73394,0.73537,0.73681,0.73967,0.73967,0.73967,0.73824,0.73824,0.73967,0.74254,0.74254,0.74397,0.74397,0.74397,0.74111,0.74111,0.74254,0.74111,0.73967,0.72677,0.68376,0.60205,0.55331,0.5146,0.506,0.49883,0.49597,0.49453,0.49597,0.4888,0.4888,0.48737,0.4888,0.48737,0.4888,0.48737,0.4845,0.48737,0.48737,0.4888,-1.0394,-1.0638,-1.0638,-1.0638,-1.0638,-1.0638,-1.0638,-1.0638,-1.0638,-1.0638,-1.0638,-1.0638,-1.0638,-1.0638,-1.0638,-1.0638,-1.0638,-1.0638,-1.0638,-1.0638,-1.0638,-1.0638,-1.0638,-1.0638,-1.0638,-1.0638,-1.0638,-1.0638,-1.0638,-1.0638,-1.0638,1
-1.1036,-1.1014,-1.1036,-1.1036,-1.1014,-1.1014,-1.1014,-1.1014,-1.1036,-1.1014,-1.1036,-1.1036,-1.1036,-1.1036,-1.1036,-1.1036,-1.1036,-1.1036,-1.1036,0.6792,0.99174,0.75843,0.50752,0.35125,0.23239,0.13115,0.071721,0.010093,-0.029525,-0.060339,-0.097756,-0.12197,-1.086,-1.1014,-1.1014,-1.1014,-1.1036,-1.1014,-1.1014,-1.1036,-1.1014,-1.1036,-1.1036,-1.1036,-1.1036,-1.1036,-1.1036,-1.1036,-1.1036,-1.1036,0.32924,0.80025,0.8993,0.94772,0.96533,0.98513,1.0005,1.0027,1.0071,1.0093,0.99834,0.99394,0.99174,0.98513,0.97633,0.96092,0.96092,0.95872,0.94992,0.94772,0.94332,0.93671,0.94772,0.94111,0.93011,0.92571,0.92571,0.92571,0.9147,0.92351,0.9147,0.9147,0.9169,0.9147,0.9125,0.9125,0.9125,0.9191,0.92131,0.92131,0.9169,0.92351,0.92791,0.92571,0.92571,0.93011,0.93671,0.93891,0.93671,0.93671,0.95212,0.97853,1.0115,1.0842,1.0732,1.0512,1.0402,1.0292,1.0248,1.0204,1.0204,1.0159,1.0204,1.0226,1.0204,1.0159,1.0115,1.0005,0.99614,0.99394,0.98954,0.98513,0.98293,-1.0662,-1.1014,-1.1014,-1.1014,-1.1036,-1.1014,-1.1036,-1.1014,-1.1036,-1.1058,-1.108,-1.1102,-1.1124,-1.1146,-1.1168,-1.119,-1.1212,-1.1234,-1.1256,-1.1278,-1.13,-1.1322,-1.1344,-1.1366,-1.1388,-1.141,-1.1432,-1.1454,-1.1476,1
0.40643,0.40643,0.40643,0.40643,0.40643,0.40643,0.40643,0.40643,0.40643,0.40643,0.40643,0.40643,0.40643,0.37588,0.40643,0.37588,0.37588,0.37588,0.37588,0.37588,0.37588,2.6673,-0.4796,-0.51015,-0.51015,-0.5407,-0.5407,-0.4796,-0.5407,-0.51015,-0.51015,-0.51015,-0.5407,-0.51015,0.40643,0.40643,0.37588,0.37588,0.37588,0.37588,0.37588,0.37588,0.37588,0.37588,0.37588,0.37588,0.37588,0.31477,0.37588,0.43698,0.43698,0.40643,10.153,3.5839,-0.4796,-0.44904,-0.41849,-0.38794,-0.4796,-0.4796,-0.44904,-0.44904,-0.4796,-0.44904,-0.44904,-0.44904,-0.44904,-0.44904,-0.44904,-0.4796,-0.44904,-0.41849,-0.44904,-0.44904,-0.44904,-0.44904,-0.41849,-0.41849,-0.44904,-0.44904,-0.44904,-0.44904,-0.44904,-0.44904,-0.44904,-0.41849,-0.41849,-0.41849,-0.41849,-0.41849,-0.41849,-0.4796,-0.4796,-0.4796,-0.4796,-0.4796,-0.4796,-0.4796,-0.4796,-0.4796,-0.4796,-0.4796,-0.4796,-0.4796,-0.4796,-0.4796,-0.41849,-0.4796,-0.4796,-0.44904,-0.44904,-0.44904,-0.41849,-0.44904,-0.44904,-0.44904,-0.44904,-0.44904,-0.44904,-0.44904,-0.44904,-0.4796,-0.44904,-0.4796,-0.4796,-0.44904,-0.4796,-0.4796,-0.4796,0.37588,0.37588,0.37588,0.37588,0.37588,0.37588,0.37588,0.37588,0.37588,0.37588,0.37588,0.37588,0.37588,0.37588,0.37588,0.37588,0.37588,0.37588,0.37588,0.37588,0.37588,0.37588,0.37588,1
