att0,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,att31,att32,att33,att34,att35,att36,att37,att38,att39,att40,att41,att42,att43,att44,att45,att46,att47,att48,att49,att50,att51,att52,att53,att54,att55,att56,att57,att58,att59,att60,att61,att62,att63,att64,att65,att66,att67,att68,att69,att70,att71,att72,att73,att74,att75,att76,att77,att78,att79,target
-0.67252,-0.70347,-0.51632,-0.27746,-0.004062,0.18676,0.42551,0.77602,1.0504,1.2546,1.2519,1.3201,1.3879,1.3498,1.3024,1.1458,0.88155,0.58203,0.31138,-0.002582,-0.30576,-0.56326,-0.73008,-0.70083,-0.51403,-0.28282,-0.027148,0.26669,0.52148,0.79104,1.1302,1.4809,1.574,1.5345,1.4096,1.3348,1.3521,1.3085,1.4014,1.39,1.4616,1.5343,1.394,1.0598,0.74737,0.44123,0.14918,-0.12608,-0.37421,-0.60323,-0.35296,-0.44495,-0.64521,-0.80533,-1.0165,-1.1461,-1.3467,-1.4842,-1.4692,-1.3839,-1.2279,-0.98522,-0.84551,-0.60027,-0.46391,-0.49922,-0.63562,-0.76543,-0.93799,-1.0973,-1.2716,-1.3744,-1.3986,-1.3735,-1.2703,-1.1844,-1.0585,-0.84999,-0.67439,-0.49605,1
-0.65432,-0.58949,-0.42373,-0.19212,0.10022,0.34815,0.57671,0.87715,1.1385,1.2496,1.3591,1.3442,1.4091,1.383,1.2573,1.1192,0.81343,0.54694,0.28451,-0.005281,-0.29434,-0.50855,-0.68474,-0.59949,-0.47259,-0.27648,-0.060974,0.19308,0.45704,0.73554,1.0212,1.3187,1.4897,1.5082,1.5288,1.4581,1.3281,1.2471,1.3837,1.4555,1.5331,1.5562,1.3712,1.038,0.74437,0.41366,0.15527,-0.13144,-0.37056,-0.51726,-0.62889,-0.6985,-0.81648,-0.9641,-1.1352,-1.2902,-1.4228,-1.4773,-1.3578,-1.2017,-1.0658,-0.95877,-0.823,-0.65029,-0.53952,-0.49882,-0.60226,-0.75817,-0.91419,-0.99916,-1.134,-1.2172,-1.2803,-1.2964,-1.2951,-1.2459,-1.1487,-0.99701,-0.85949,-0.6852,1
-0.66936,-0.6418,-0.43796,-0.17542,0.13321,0.40378,0.72223,1.0221,1.3204,1.3973,1.3851,1.4804,1.4414,1.4725,1.4115,1.2115,0.96942,0.6579,0.5135,0.19728,-0.086792,-0.37059,-0.57347,-0.66546,-0.58426,-0.41018,-0.18708,0.055175,0.2887,0.50973,0.80846,1.0837,1.3641,1.4154,1.3053,1.3262,1.3327,1.3807,1.389,1.449,1.4636,1.5225,1.3279,1.005,0.72513,0.40281,0.12384,-0.15959,-0.39855,-0.56737,-0.63634,-0.68958,-0.77094,-0.88552,-1.0358,-1.1734,-1.2687,-1.3473,-1.3239,-1.2174,-1.1223,-1.0099,-0.84887,-0.76201,-0.66762,-0.66592,-0.7247,-0.84934,-0.96855,-1.0785,-1.1718,-1.2805,-1.3535,-1.3568,-1.2882,-1.14,-1.0141,-0.9311,-0.80256,-0.70537,0
-0.72411,-0.76667,-0.55715,-0.33605,-0.055847,0.28324,0.60194,0.97615,1.2403,1.4026,1.4408,1.3856,1.4333,1.5484,1.4583,1.3124,1.0687,0.83808,0.54449,0.21272,-0.11908,-0.42618,-0.697,-0.78625,-0.80607,-0.56972,-0.44463,-0.17562,0.10808,0.40805,0.72256,0.94919,1.2892,1.4833,1.5296,1.3883,1.3842,1.3873,1.4011,1.3908,1.4098,1.5818,1.3725,1.023,0.69222,0.37662,0.047759,-0.22528,-0.44341,-0.65678,-0.37464,-0.49347,-0.59721,-0.76132,-0.95909,-1.1751,-1.3578,-1.4939,-1.4845,-1.3083,-1.1035,-0.90709,-0.75272,-0.62141,-0.44353,-0.44957,-0.57084,-0.74982,-0.92013,-1.075,-1.1953,-1.2846,-1.3323,-1.3086,-1.2169,-1.1054,-0.98849,-0.82428,-0.61391,-0.43381,1
-0.6104,-0.54005,-0.33207,-0.10921,0.19146,0.49295,0.75285,1.0275,1.3525,1.4843,1.4649,1.4859,1.4877,1.5125,1.3812,1.1917,0.93778,0.6792,0.38116,0.035137,-0.24815,-0.46058,-0.6416,-0.73887,-0.60099,-0.38591,-0.15127,0.11304,0.39617,0.67225,0.92129,1.2283,1.3819,1.3629,1.4522,1.4489,1.4551,1.4731,1.3856,1.4135,1.385,1.158,0.88481,0.83955,0.6638,0.34473,0.046403,-0.22062,-0.44425,-0.62352,-0.51319,-0.46912,-0.61981,-0.72546,-0.83297,-0.97594,-1.1342,-1.2919,-1.3893,-1.3942,-1.2829,-1.1136,-0.97072,-0.83102,-0.75811,-0.73525,-0.73356,-0.8532,-1.003,-1.1437,-1.2197,-1.2963,-1.3314,-1.3548,-1.2621,-1.1711,-1.0219,-0.90085,-0.80484,-0.6433,0
-0.60133,-0.54825,-0.40549,-0.14469,0.13408,0.35002,0.56714,0.91812,1.1404,1.1548,1.1484,1.1866,1.2966,1.3463,1.2379,0.97544,0.75903,0.5343,0.22531,-0.068757,-0.32663,-0.54009,-0.65649,-0.6214,-0.4358,-0.17331,0.097355,0.38127,0.67704,0.99557,1.1815,1.5128,1.6931,1.8291,1.7247,1.6553,1.4874,1.242,1.0594,1.0475,1.2153,1.3372,0.986,0.93957,0.8313,0.52087,0.2249,-0.090352,-0.33357,-0.53573,-0.54202,-0.43323,-0.60982,-0.72563,-0.90081,-1.0723,-1.274,-1.3907,-1.5275,-1.4605,-1.3343,-1.169,-0.98037,-0.80452,-0.6073,-0.44215,-0.56753,-0.72054,-0.8983,-1.0201,-1.1628,-1.2565,-1.3319,-1.4211,-1.4031,-1.294,-1.167,-1.016,-0.88279,-0.7158,0
-0.66774,-0.59344,-0.41474,-0.14376,0.15145,0.38589,0.66262,0.98491,1.1898,1.3283,1.3375,1.312,1.3498,1.3529,1.3536,1.1797,0.98072,0.6181,0.3939,0.08158,-0.2155,-0.49648,-0.68907,-0.70097,-0.60246,-0.41823,-0.19873,0.073298,0.35915,0.63223,0.94905,1.2579,1.4209,1.4387,1.3839,1.3667,1.2224,1.31,1.3642,1.4615,1.5775,1.5874,1.3624,1.0361,0.71491,0.43508,0.12684,-0.16428,-0.41332,-0.60442,-0.42772,-0.56426,-0.69505,-0.89197,-1.0914,-1.2321,-1.4074,-1.5305,-1.4399,-1.3369,-1.161,-0.93933,-0.78437,-0.66615,-0.53522,-0.5337,-0.624,-0.79069,-0.96302,-1.1526,-1.2507,-1.3382,-1.3846,-1.3609,-1.2887,-1.1865,-0.99855,-0.81236,-0.61365,-0.4185,1
-0.60633,-0.49681,-0.32492,-0.067942,0.20023,0.44349,0.70726,0.98515,1.0898,1.2174,1.2612,1.2715,1.2271,1.163,0.98629,0.76134,0.46177,0.17433,0.005822,-0.24809,-0.47728,-0.61569,-0.54853,-0.46733,-0.23429,0.059661,0.29074,0.52496,0.81695,1.1219,1.3636,1.6178,1.608,1.4536,1.3676,1.2203,1.297,1.259,1.3803,1.5594,1.6741,1.6594,1.3328,1.0402,0.74939,0.4611,0.17524,-0.094351,-0.35549,-0.54184,-0.7688,-0.75268,-0.81646,-0.91015,-1.0462,-1.1651,-1.2308,-1.2986,-1.2579,-1.2373,-1.1201,-1.0357,-0.97507,-0.95731,-0.87911,-0.79249,-0.81419,-0.91322,-1.0016,-1.0436,-1.152,-1.217,-1.2199,-1.2692,-1.2217,-1.1396,-1.0777,-0.9243,-0.85576,-0.81635,1
-0.82886,-0.85975,-0.63825,-0.33562,-0.009001,0.33125,0.69899,0.96207,1.3093,1.3213,1.2607,1.2835,1.3222,1.4591,1.6052,1.5215,1.3314,1.0297,0.70062,0.50436,0.18336,-0.13366,-0.44358,-0.69682,-0.82117,-0.72056,-0.47742,-0.21776,0.06442,0.36041,0.66941,0.95112,1.2718,1.3361,1.3056,1.2619,1.2705,1.253,1.2875,1.2397,1.2702,1.401,1.3877,1.0816,0.75645,0.39578,0.07983,-0.22554,-0.51814,-0.75203,-0.26279,-0.38419,-0.59289,-0.75846,-0.98647,-1.2099,-1.4328,-1.6577,-1.6258,-1.3932,-1.1496,-0.9037,-0.717,-0.49335,-0.26962,-0.29865,-0.34451,-0.59018,-0.80164,-1.0065,-1.1981,-1.317,-1.4106,-1.4829,-1.4387,-1.2538,-1.0714,-0.83628,-0.56213,-0.34048,0
-0.82644,-0.7407,-0.66045,-0.36361,-0.075379,0.25102,0.60215,0.82027,1.208,1.4132,1.4263,1.3587,1.402,1.55,1.5742,1.4639,1.227,0.95543,0.67568,0.36389,0.031879,-0.29519,-0.50664,-0.74877,-0.8874,-0.68503,-0.5516,-0.34652,-0.049489,0.23192,0.57646,0.8886,1.2526,1.3953,1.4996,1.2798,1.1991,1.2947,1.2962,1.2773,1.3976,1.469,1.409,1.0796,0.74273,0.38965,0.06169,-0.25221,-0.52625,-0.76082,-0.43917,-0.45461,-0.63689,-0.84557,-1.1281,-1.369,-1.5692,-1.603,-1.414,-1.1905,-0.9899,-0.73968,-0.54729,-0.31735,-0.097825,0.056939,-0.12974,-0.41265,-0.62974,-0.787,-0.97967,-1.2158,-1.3184,-1.3996,-1.4049,-1.3988,-1.3181,-1.0938,-0.81556,-0.5985,1
-0.53971,-0.56747,-0.39184,-0.15307,0.11671,0.42376,0.72214,0.97591,1.196,1.4156,1.3701,1.3308,1.3614,1.4316,1.4183,1.252,1.0273,0.8308,0.51289,0.19785,-0.092346,-0.34866,-0.55856,-0.58445,-0.43972,-0.30777,-0.12146,0.10889,0.34646,0.63593,0.91736,1.2111,1.4235,1.4251,1.2509,1.1895,1.2699,1.3744,1.2577,1.2241,1.3027,1.4432,1.3455,1.0767,0.78695,0.48502,0.189,-0.053914,-0.29981,-0.47406,-0.73859,-0.57573,-0.46474,-0.53998,-0.64726,-0.75833,-0.91896,-1.0519,-1.1998,-1.3418,-1.4209,-1.4917,-1.3821,-1.2456,-1.0811,-0.93928,-0.8421,-0.74292,-0.72816,-0.86702,-0.97527,-1.104,-1.2625,-1.4341,-1.421,-1.3223,-1.2852,-1.195,-1.0358,-0.90109,0
-0.64531,-0.59352,-0.38053,-0.12092,0.1649,0.47473,0.78085,1.0035,1.311,1.4121,1.2606,1.2264,1.2949,1.42,1.4334,1.2923,1.0668,0.84942,0.53575,0.25754,-0.049247,-0.33965,-0.59173,-0.65267,-0.58564,-0.41633,-0.18246,0.069616,0.36718,0.65904,0.95246,1.2662,1.5719,1.5377,1.27,1.1339,1.1633,1.2511,1.1794,1.1746,1.3102,1.4761,1.3924,1.0591,0.79001,0.49331,0.18316,-0.098469,-0.35431,-0.52096,-0.9348,-0.82327,-0.70719,-0.58626,-0.70199,-0.86478,-1.0105,-1.1563,-1.3021,-1.4818,-1.4446,-1.3183,-1.1785,-1.0505,-0.91072,-0.79346,-0.61735,-0.53472,-0.55418,-0.72264,-0.86763,-0.97803,-1.1282,-1.2298,-1.3438,-1.4399,-1.4092,-1.2873,-1.1599,-1.0154,0
-0.68272,-0.598,-0.54348,-0.26663,-0.022283,0.22295,0.45196,0.75248,1.0688,1.2523,1.3048,1.3536,1.3581,1.4196,1.374,1.2679,1.0468,0.77672,0.54308,0.21019,-0.12263,-0.40455,-0.65687,-0.71804,-0.58725,-0.41993,-0.16576,0.1104,0.32926,0.64947,0.9504,1.1468,1.4995,1.5859,1.5254,1.4187,1.2925,1.2694,1.2928,1.3584,1.4773,1.5677,1.4308,1.0797,0.73452,0.42912,0.16223,-0.12001,-0.38438,-0.53015,-0.48207,-0.63734,-0.68751,-0.77784,-0.99863,-1.1376,-1.319,-1.4144,-1.4014,-1.3203,-1.1781,-1.0455,-0.86244,-0.71671,-0.60279,-0.47957,-0.6319,-0.77518,-0.95667,-1.1242,-1.2344,-1.3319,-1.4639,-1.4222,-1.3484,-1.1968,-0.99512,-0.76555,-0.66601,-0.5173,1
-0.47836,-0.41594,-0.3415,-0.10045,0.14074,0.39597,0.64498,0.95292,1.1424,1.3056,1.3337,1.3621,1.4587,1.4092,1.3008,1.0024,0.74928,0.51327,0.2181,-0.073884,-0.32008,-0.42139,-0.46244,-0.39912,-0.26154,-0.039772,0.1798,0.43636,0.70298,0.98614,1.1787,1.4257,1.3777,1.1863,1.1511,1.2651,1.3328,1.3282,1.2536,1.2497,1.4092,1.5302,1.2883,1.1192,0.83415,0.51334,0.23883,0.000553,-0.21198,-0.37839,-0.68647,-0.74882,-0.88486,-0.97121,-1.1017,-1.2099,-1.3139,-1.3708,-1.3681,-1.3348,-1.1901,-1.0822,-0.95995,-0.87807,-0.8384,-0.8166,-0.81355,-0.94561,-1.0395,-1.1132,-1.1844,-1.2569,-1.3121,-1.3382,-1.2912,-1.2269,-1.1125,-1.0202,-0.85082,-0.75226,0
-0.67427,-0.59982,-0.40246,-0.12943,0.17681,0.51195,0.78405,1.1462,1.3291,1.3571,1.3142,1.4052,1.5241,1.5522,1.4378,1.1103,0.75243,0.52793,0.22576,-0.084538,-0.32697,-0.57424,-0.71904,-0.63951,-0.47921,-0.29144,-0.047331,0.22328,0.50244,0.78961,1.097,1.3235,1.2472,1.2134,1.2858,1.3487,1.3756,1.3756,1.349,1.5409,1.4593,1.3628,1.275,0.95691,0.64338,0.33009,0.040293,-0.19461,-0.43823,-0.6087,-0.43432,-0.46124,-0.61232,-0.75547,-0.92719,-1.0262,-1.2174,-1.3587,-1.4672,-1.3821,-1.2538,-1.1271,-1.0101,-0.83643,-0.69946,-0.61731,-0.73485,-0.9106,-1.0176,-1.179,-1.2764,-1.306,-1.317,-1.2474,-1.2087,-1.1237,-0.9976,-0.8684,-0.72914,-0.58243,1
-0.53302,-0.56099,-0.46925,-0.23551,0.031588,0.33025,0.53637,0.77775,1.0312,1.2934,1.3909,1.4026,1.4505,1.4905,1.453,1.3868,1.1494,0.84151,0.60853,0.3191,0.047692,-0.21199,-0.41041,-0.55227,-0.53522,-0.46911,-0.30112,-0.09022,0.14551,0.42864,0.69585,0.97877,1.2715,1.4559,1.4465,1.3725,1.3763,1.4078,1.4057,1.3645,1.3538,1.5013,1.4081,1.1017,0.8012,0.48835,0.20203,-0.057036,-0.27807,-0.4813,-0.57311,-0.64549,-0.79009,-0.93463,-1.039,-1.1723,-1.2564,-1.3611,-1.3744,-1.2813,-1.2006,-1.0615,-0.96097,-0.81716,-0.67303,-0.67523,-0.81984,-0.92493,-1.0683,-1.1659,-1.2504,-1.3065,-1.3475,-1.2794,-1.235,-1.0785,-0.98822,-0.89015,-0.74714,-0.64321,1
-0.84868,-0.82064,-0.61563,-0.3131,0.02415,0.29457,0.6485,0.9769,1.2398,1.4713,1.4588,1.4606,1.5245,1.6297,1.5703,1.3288,1.115,0.81224,0.49595,0.20596,-0.090409,-0.40638,-0.67067,-0.81939,-0.78829,-0.6489,-0.41999,-0.15392,0.15367,0.45322,0.78682,1.1011,1.2354,1.2768,1.2544,1.0751,1.0993,1.3937,1.4953,1.5524,1.6443,1.6259,1.2609,0.94116,0.62501,0.28916,-0.006355,-0.32018,-0.57255,-0.80009,-0.33784,-0.48752,-0.66249,-0.86125,-1.0575,-1.2808,-1.4725,-1.4296,-1.3994,-1.1998,-1.0125,-0.81698,-0.6938,-0.49239,-0.35152,-0.29042,-0.46263,-0.60555,-0.78106,-0.99092,-1.2106,-1.2921,-1.385,-1.3525,-1.1911,-1.0683,-1.0265,-0.91308,-0.65078,-0.44913,1
-0.58987,-0.56216,-0.3986,-0.14176,0.1183,0.41995,0.72616,0.96201,1.2084,1.4816,1.4298,1.3829,1.4282,1.5039,1.5826,1.4831,1.244,1.0248,0.74637,0.5012,0.23526,-0.027585,-0.28519,-0.49735,-0.60672,-0.52561,-0.36572,-0.13179,0.10199,0.35573,0.61316,0.91079,1.203,1.3417,1.3715,1.3929,1.347,1.3272,1.3629,1.2756,1.3383,1.3737,1.2361,0.96613,0.69045,0.40951,0.14842,-0.10701,-0.34178,-0.54113,-0.84857,-0.88597,-0.91901,-0.96494,-1.0372,-1.0774,-1.1337,-1.1981,-1.2029,-1.158,-1.0995,-1.0392,-0.9891,-0.91258,-0.87944,-0.92001,-0.9548,-1.0081,-1.0458,-1.0929,-1.1445,-1.1843,-1.1494,-1.1182,-1.1212,-1.1158,-1.0706,-1.0191,-0.94456,-0.88736,0
-0.80212,-0.69651,-0.48715,-0.21374,0.090342,0.37255,0.6201,0.91643,1.1424,1.4276,1.5085,1.4664,1.5427,1.5686,1.5345,1.3675,1.1077,0.85877,0.60204,0.31721,0.0328,-0.27818,-0.55937,-0.74088,-0.79571,-0.72481,-0.53647,-0.31412,-0.03804,0.25107,0.55583,0.8678,1.1736,1.443,1.5007,1.5161,1.4902,1.4453,1.4785,1.5434,1.5077,1.4459,1.2187,0.93306,0.6279,0.3257,0.016157,-0.23552,-0.5023,-0.71625,-0.5291,-0.55036,-0.63238,-0.73462,-0.86407,-0.99333,-1.1321,-1.2813,-1.3438,-1.2724,-1.1396,-0.98667,-0.8526,-0.71445,-0.61796,-0.55721,-0.65777,-0.79877,-0.91322,-1.0193,-1.0522,-1.1724,-1.2586,-1.3163,-1.2649,-1.1383,-1.0659,-0.9227,-0.7787,-0.61459,0
-0.38222,-0.30931,-0.20411,0.040432,0.19407,0.45272,0.60203,0.90433,1.0323,1.1163,1.2388,1.2418,1.2982,1.2162,1.1615,0.93333,0.72462,0.54083,0.31816,0.046163,-0.17132,-0.34335,-0.3877,-0.24667,-0.056697,0.19298,0.37453,0.6403,0.84796,1.1352,1.2273,1.211,1.2236,1.2009,1.3331,1.2573,1.1843,1.2521,1.3221,1.3773,1.3374,1.3249,1.3005,1.1389,0.85095,0.57028,0.29992,0.044619,-0.1628,-0.34973,-0.59278,-0.68756,-0.78673,-0.98458,-1.1323,-1.2645,-1.4433,-1.4963,-1.6019,-1.4712,-1.343,-1.1551,-0.96131,-0.82127,-0.6762,-0.77572,-0.87076,-1.0099,-1.0746,-1.251,-1.4007,-1.444,-1.4483,-1.3197,-1.2711,-1.1781,-1.1215,-0.98453,-0.83622,-0.6912,1
-0.40824,-0.44115,-0.26804,0.034028,0.31826,0.5012,0.78714,0.93364,1.1535,1.343,1.4663,1.4608,1.398,1.314,1.1463,0.96749,0.74533,0.60036,0.30374,0.017977,-0.21329,-0.23428,-0.29329,-0.19209,0.017509,0.23468,0.4565,0.34351,0.51274,0.54565,0.62016,0.78118,1.0821,1.2699,1.3831,1.3895,1.3525,1.3983,1.453,1.4409,1.4046,1.4585,1.3091,1.0604,0.7581,0.4485,0.17644,-0.075603,-0.29631,-0.46789,-0.59796,-0.72019,-0.88845,-1.0555,-1.1655,-1.3,-1.3864,-1.4982,-1.5301,-1.3864,-1.2223,-1.0546,-0.93192,-0.80551,-0.67693,-0.71172,-0.83025,-0.99582,-1.1027,-1.2367,-1.3212,-1.4178,-1.461,-1.4143,-1.3143,-1.1478,-1.0144,-0.89483,-0.77085,-0.64415,0
-0.71527,-0.62906,-0.40708,-0.13275,0.15149,0.47834,0.7345,0.99419,1.2722,1.3039,1.2787,1.3785,1.5312,1.5886,1.4501,1.2281,1.0478,0.78364,0.478,0.18016,-0.097484,-0.38509,-0.59023,-0.68207,-0.60301,-0.40081,-0.1915,0.052636,0.29675,0.56916,0.86335,1.1698,1.415,1.406,1.2892,1.3033,1.2578,1.2541,1.3528,1.4645,1.5295,1.5055,1.2609,0.93365,0.6456,0.36687,0.078198,-0.20853,-0.45238,-0.62467,-0.65968,-0.4903,-0.43528,-0.5751,-0.71394,-0.85072,-0.96221,-1.1064,-1.2718,-1.3701,-1.436,-1.346,-1.2085,-1.0519,-0.92638,-0.73786,-0.60706,-0.70487,-0.82315,-0.93832,-1.0789,-1.1763,-1.2957,-1.3788,-1.3748,-1.289,-1.1877,-1.0382,-0.93849,-0.80075,0
-0.80375,-0.67459,-0.60699,-0.35259,-0.031992,0.25112,0.55688,0.83142,1.1733,1.3622,1.4057,1.3717,1.4085,1.4891,1.5801,1.517,1.27,0.99072,0.64807,0.33341,-0.012778,-0.30776,-0.5719,-0.66238,-0.70762,-0.60255,-0.38489,-0.14259,0.13384,0.42401,0.72845,1.0259,1.3493,1.4089,1.2925,1.2941,1.3304,1.3367,1.4195,1.3779,1.3308,1.5107,1.3251,0.99457,0.66938,0.34606,0.046174,-0.23706,-0.5113,-0.68115,-0.26443,-0.32691,-0.54338,-0.72261,-0.85545,-1.0528,-1.2711,-1.4076,-1.5223,-1.4822,-1.2979,-1.0909,-0.93593,-0.72958,-0.48302,-0.43394,-0.55553,-0.69859,-0.83183,-1.0416,-1.2421,-1.328,-1.3861,-1.4074,-1.2972,-1.1474,-1.0038,-0.8025,-0.62967,-0.44978,1
-0.78262,-0.72336,-0.55754,-0.32543,-0.067101,0.24243,0.56765,0.88619,1.2084,1.4841,1.4519,1.3621,1.2944,1.3929,1.5216,1.5781,1.4997,1.2173,1.0254,0.73275,0.38265,0.053237,-0.25967,-0.56873,-0.71451,-0.81547,-0.67282,-0.44702,-0.19206,0.07396,0.3663,0.66236,0.97461,1.2425,1.2517,1.2494,1.279,1.3759,1.4008,1.296,1.2239,1.3009,1.4062,1.1545,0.8178,0.49733,0.14982,-0.15803,-0.45312,-0.66994,-0.27221,-0.37119,-0.49313,-0.63669,-0.8056,-1.0239,-1.2003,-1.3971,-1.6169,-1.5595,-1.3622,-1.1818,-0.98488,-0.80413,-0.65063,-0.49031,-0.34794,-0.50947,-0.6661,-0.91615,-1.134,-1.2723,-1.4103,-1.4145,-1.3594,-1.1999,-1.0698,-0.8732,-0.70289,-0.49,1
-0.7324,-0.76473,-0.62522,-0.47285,-0.21868,0.09557,0.39584,0.63952,0.97959,1.2195,1.5327,1.514,1.42,1.4185,1.5146,1.5338,1.468,1.2224,0.89639,0.60176,0.26539,-0.049721,-0.32589,-0.59882,-0.70638,-0.72668,-0.58846,-0.3919,-0.14143,0.12211,0.39271,0.71222,1.0371,1.2949,1.4234,1.422,1.4159,1.4237,1.4142,1.4185,1.4329,1.5232,1.3696,1.0352,0.71587,0.39921,0.090537,-0.20772,-0.48217,-0.66442,-0.17707,-0.37585,-0.51004,-0.66281,-0.84408,-1.0384,-1.2533,-1.462,-1.5457,-1.3802,-1.1865,-0.96009,-0.84011,-0.64716,-0.50688,-0.49848,-0.66965,-0.92529,-1.1147,-1.2376,-1.3271,-1.3718,-1.3252,-1.2604,-1.1894,-1.0534,-0.89187,-0.66005,-0.45681,-0.29124,1
-0.88327,-0.81354,-0.58926,-0.32746,-0.00871,0.2988,0.63995,0.96088,1.2186,1.4359,1.4115,1.3295,1.3842,1.4997,1.4699,1.2914,1.0599,0.85517,0.55456,0.25574,-0.064831,-0.39443,-0.69507,-0.84345,-0.86228,-0.73929,-0.55392,-0.30675,-0.017352,0.27285,0.59715,0.9115,1.2459,1.563,1.6641,1.4794,1.4321,1.3361,1.3891,1.4105,1.5414,1.6275,1.3369,1.0069,0.6651,0.30963,-0.005521,-0.34034,-0.58499,-0.73808,-0.44353,-0.53383,-0.69073,-0.89595,-1.082,-1.2673,-1.3905,-1.3588,-1.2345,-1.1467,-1.2068,-1.0211,-0.7399,-0.5265,-0.35207,-0.18443,-0.30668,-0.45968,-0.59883,-0.71892,-0.93692,-1.1903,-1.2961,-1.4135,-1.3583,-1.2812,-1.0721,-0.80729,-0.63443,-0.53715,0
-0.72078,-0.59937,-0.41113,-0.12518,0.11542,0.32591,0.65329,0.92497,1.1111,1.2746,1.3594,1.3928,1.3862,1.3739,1.2289,1.0637,0.84665,0.50141,0.22417,-0.077699,-0.353,-0.53125,-0.56672,-0.5198,-0.30141,-0.070685,0.17773,0.46142,0.72653,1.0223,1.3063,1.3708,1.354,1.3811,1.375,1.3214,1.3137,1.3868,1.4532,1.6029,1.5336,1.4493,1.1422,0.84141,0.5424,0.27181,-0.01897,-0.2588,-0.49307,-0.61206,-0.48755,-0.5674,-0.68563,-0.84101,-0.95186,-1.1453,-1.2932,-1.3886,-1.4206,-1.3295,-1.1597,-1.0606,-0.89454,-0.83279,-0.67732,-0.67986,-0.79772,-0.95202,-1.0606,-1.141,-1.2155,-1.3499,-1.4291,-1.3637,-1.2572,-1.1571,-0.96025,-0.84613,-0.64548,-0.56511,1
-0.55726,-0.53989,-0.40363,-0.1727,0.13962,0.32997,0.55022,0.88549,1.1926,1.2902,1.359,1.4505,1.3996,1.2897,1.2059,0.98464,0.72197,0.41611,0.15163,-0.1654,-0.44778,-0.55445,-0.57525,-0.59314,-0.4144,-0.17907,0.064918,0.31441,0.58482,0.8614,1.1452,1.3824,1.4605,1.4228,1.3797,1.4237,1.3936,1.4042,1.4082,1.4426,1.4334,1.507,1.3209,1.0327,0.70077,0.40986,0.23456,-0.012689,-0.25875,-0.45059,-0.55796,-0.60466,-0.7772,-0.90221,-1.0216,-1.2297,-1.3221,-1.3762,-1.4144,-1.3181,-1.1913,-1.0448,-0.9023,-0.78885,-0.71925,-0.59543,-0.59534,-0.724,-0.84931,-1.0653,-1.1793,-1.2772,-1.429,-1.4486,-1.35,-1.2236,-1.09,-0.92406,-0.8071,-0.64085,1
-0.7068,-0.65799,-0.51166,-0.21736,0.070642,0.26622,0.49489,0.83284,1.0551,1.2815,1.4018,1.473,1.4729,1.4709,1.3979,1.216,0.87022,0.60131,0.28594,-0.014926,-0.23352,-0.49293,-0.58667,-0.67609,-0.5519,-0.39923,-0.17305,0.10293,0.31342,0.60853,0.92533,1.2109,1.4604,1.5326,1.5014,1.5067,1.4455,1.3974,1.4315,1.4979,1.5622,1.5279,1.2841,0.98063,0.66405,0.36139,0.082589,-0.20175,-0.44467,-0.62775,-0.52833,-0.63285,-0.76609,-0.89879,-1.0231,-1.1528,-1.2956,-1.3872,-1.3382,-1.2614,-1.0675,-0.94023,-0.80505,-0.62878,-0.52423,-0.52427,-0.62885,-0.7691,-0.94045,-1.0678,-1.1807,-1.288,-1.3372,-1.3385,-1.2704,-1.1713,-1.0601,-0.88131,-0.7824,-0.60163,1
-0.70955,-0.65141,-0.4533,-0.2022,0.1021,0.40889,0.65504,0.9694,1.2224,1.4046,1.4065,1.4126,1.4567,1.4336,1.3201,1.1316,0.81549,0.57096,0.25135,-0.035659,-0.35679,-0.56089,-0.68851,-0.70301,-0.55477,-0.3552,-0.12476,0.11932,0.39956,0.66718,0.9605,1.2714,1.4554,1.4732,1.3621,1.286,1.3529,1.4796,1.501,1.5813,1.5528,1.5187,1.2517,0.94635,0.64329,0.38234,0.11421,-0.18161,-0.42089,-0.62026,-0.54522,-0.64234,-0.76653,-0.8895,-1.0076,-1.1894,-1.3254,-1.4359,-1.3715,-1.2325,-1.0479,-0.91446,-0.81995,-0.66643,-0.54165,-0.57859,-0.67333,-0.79897,-0.99109,-1.0693,-1.1742,-1.2773,-1.3017,-1.2628,-1.2102,-1.1294,-1.0381,-0.921,-0.79852,-0.64056,1
-0.6074,-0.54449,-0.35586,-0.15791,0.15352,0.41903,0.73075,1.0274,1.1997,1.3387,1.3183,1.3031,1.3628,1.4807,1.4884,1.3611,1.1343,0.8573,0.51698,0.24478,-0.040387,-0.31803,-0.52113,-0.56031,-0.55483,-0.39001,-0.18482,0.002146,0.28441,0.56182,0.86901,1.1538,1.3816,1.4393,1.4898,1.3771,1.3374,1.3088,1.2427,1.3059,1.3476,1.4395,1.238,0.9514,0.72308,0.41035,0.14002,-0.13227,-0.34614,-0.53376,-0.70568,-0.66846,-0.75555,-0.82405,-0.97523,-1.1068,-1.2361,-1.3752,-1.4367,-1.3572,-1.2779,-1.0992,-0.94287,-0.85914,-0.73275,-0.6048,-0.63523,-0.76221,-0.88645,-1.046,-1.1478,-1.2871,-1.3459,-1.3408,-1.3127,-1.1917,-1.0916,-1.0179,-0.89904,-0.77095,0
