att0,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,att31,att32,att33,att34,att35,att36,att37,att38,att39,att40,att41,att42,att43,att44,att45,att46,att47,att48,att49,att50,att51,att52,att53,att54,att55,att56,att57,att58,att59,att60,att61,att62,att63,att64,att65,att66,att67,att68,att69,att70,att71,att72,att73,att74,att75,att76,att77,att78,att79,att80,att81,att82,att83,att84,att85,att86,att87,att88,att89,att90,att91,att92,att93,att94,att95,att96,att97,att98,target
-0.79534,1.4824,3.9261,5.2687,4.8292,2.9773,0.84895,-0.45354,-0.556,0.090389,0.7023,0.79366,0.44337,0.070074,0.000166,0.21906,0.46639,0.52078,0.3855,0.23057,0.19917,0.28151,0.3532,0.31631,0.19319,0.08657,0.069366,0.11952,0.1466,0.07931,-0.07088,-0.22622,-0.30937,-0.29619,-0.22372,-0.15758,-0.1302,-0.14726,-0.18097,-0.18904,-0.15083,-0.080839,-0.014178,0.017279,0.010648,-0.001848,0.018914,0.085649,0.17454,0.24108,0.25654,0.23493,0.21811,0.23446,0.27084,0.27904,0.21621,0.088553,-0.047793,-0.1318,-0.14605,-0.13026,-0.14949,-0.2378,-0.36977,-0.48485,-0.53685,-0.52735,-0.5006,-0.50227,-0.54179,-0.59295,-0.62163,-0.61438,-0.58915,-0.57629,-0.5901,-0.62177,-0.65042,-0.65968,-0.65141,-0.64179,-0.64437,-0.66184,-0.68664,-0.70578,-0.71166,-0.70776,-0.70277,-0.7043,-0.71517,-0.73025,-0.74105,-0.74503,-0.7476,-0.75687,-0.77696,-0.80004,-0.80796,10
0.68313,2.6545,4.4252,5.0395,4.1126,2.1243,0.11242,-1.0103,-1.0031,-0.33309,0.27142,0.36575,0.017431,-0.38931,-0.53238,-0.38575,-0.16219,-0.076557,-0.16818,-0.31818,-0.39435,-0.36751,-0.30677,-0.28799,-0.32181,-0.36463,-0.38015,-0.37705,-0.38841,-0.42174,-0.43653,-0.37487,-0.21366,0.014201,0.23686,0.38986,0.4629,0.46981,0.43705,0.38786,0.33672,0.29703,0.28641,0.31518,0.37064,0.41368,0.39418,0.28203,0.091225,-0.12478,-0.30251,-0.40217,-0.42533,-0.4059,-0.38325,-0.37985,-0.39598,-0.41861,-0.43361,-0.43831,-0.44155,-0.44807,-0.45904,-0.4717,-0.48261,-0.49039,-0.49433,-0.49169,-0.48469,-0.48338,-0.49505,-0.52194,-0.55447,-0.57122,-0.56211,-0.54389,-0.54395,-0.57657,-0.623,-0.63933,-0.59968,-0.52957,-0.49017,-0.51836,-0.56954,-0.51714,-0.23215,0.30136,0.92678,1.3686,1.379,0.89396,0.095334,-0.67144,-1.0784,-0.99148,-0.53667,-0.013325,0.29482,4
0.53083,0.67554,0.81497,0.94692,1.0692,1.1799,1.2769,1.3586,1.4235,1.4706,1.4989,1.508,1.498,1.469,1.422,1.3581,1.2789,1.1863,1.0826,0.97021,0.852,0.73081,0.60964,0.49145,0.37914,0.27548,0.18299,0.10391,0.040136,-0.006857,-0.036044,-0.04688,-0.039328,-0.013858,0.028537,0.086427,0.15792,0.24072,0.33221,0.42949,0.52949,0.629,0.7248,0.81376,0.89286,0.95934,1.0107,1.0449,1.0602,1.0555,1.0299,0.98348,0.91642,0.82962,0.72441,0.60259,0.46631,0.31809,0.16069,-0.002938,-0.16975,-0.33668,-0.5007,-0.65895,-0.80877,-0.94778,-1.0739,-1.1856,-1.2814,-1.3606,-1.4229,-1.4682,-1.497,-1.5102,-1.509,-1.4949,-1.4697,-1.4354,-1.3938,-1.3473,-1.2979,-1.2476,-1.1984,-1.1519,-1.1097,-1.073,-1.0428,-1.0196,-1.004,-0.99583,-0.99499,-1.001,-1.013,-1.0303,-1.0517,-1.0761,-1.1022,-1.1288,-1.1548,10
0.38189,2.2426,3.9992,4.7778,4.1717,2.5301,0.74509,-0.31715,-0.33306,0.36304,1.1052,1.3881,1.1589,0.73725,0.49038,0.5491,0.76491,0.89149,0.80449,0.57927,0.39524,0.37659,0.50519,0.65771,0.7128,0.63323,0.47028,0.30896,0.20826,0.17606,0.18275,0.19145,0.18148,0.15551,0.13452,0.13612,0.15592,0.17502,0.15011,0.049979,-0.11541,-0.29872,-0.44343,-0.51486,-0.51931,-0.49464,-0.47911,-0.48823,-0.51483,-0.54024,-0.54857,-0.54045,-0.52678,-0.51556,-0.51159,-0.5157,-0.52476,-0.53744,-0.55276,-0.56551,-0.57032,-0.56672,-0.55895,-0.55391,-0.55759,-0.56912,-0.58016,-0.58383,-0.57957,-0.57189,-0.56929,-0.57626,-0.58769,-0.59503,-0.59312,-0.58379,-0.57497,-0.57451,-0.58327,-0.59434,-0.59918,-0.5947,-0.5857,-0.58164,-0.58881,-0.60467,-0.62015,-0.62643,-0.62101,-0.60975,-0.60233,-0.60518,-0.61785,-0.63429,-0.64712,-0.65183,-0.64881,-0.64167,-0.63411,10
0.51837,0.71235,0.90717,1.0988,1.283,1.4556,1.6125,1.7499,1.8643,1.9528,2.0131,2.0438,2.0442,2.0144,1.9555,1.8694,1.7588,1.627,1.4782,1.3168,1.1476,0.9758,0.80621,0.64368,0.49263,0.35698,0.24002,0.14423,0.071295,0.021944,-0.003963,-0.007467,0.009542,0.044414,0.093859,0.15407,0.22091,0.29003,0.35708,0.41787,0.46854,0.50568,0.52649,0.52884,0.51137,0.47356,0.41566,0.33873,0.24454,0.1355,0.01458,-0.11488,-0.24926,-0.38482,-0.51786,-0.64486,-0.76259,-0.86826,-0.9596,-1.0349,-1.0931,-1.1339,-1.1574,-1.1645,-1.1565,-1.1355,-1.1034,-1.0629,-1.0167,-0.96728,-0.91737,-0.86939,-0.8255,-0.78752,-0.75688,-0.73458,-0.72115,-0.7167,-0.7209,-0.73305,-0.75211,-0.7768,-0.80563,-0.83702,-0.86935,-0.90106,-0.9307,-0.95698,-0.97885,-0.9955,-1.0064,-1.0114,-1.0104,-1.0037,-0.99204,-0.97595,-0.95637,-0.93424,-0.91058,10
3.6064,3.7211,3.414,2.923,2.5099,2.3378,2.4022,2.5466,2.5519,2.2532,1.6256,0.79872,-0.004209,-0.56828,-0.77946,-0.6647,-0.36551,-0.063771,0.1006,0.081074,-0.074699,-0.26686,-0.40134,-0.43334,-0.37834,-0.29113,-0.22962,-0.22442,-0.26903,-0.33129,-0.37598,-0.38414,-0.36008,-0.32433,-0.29939,-0.29714,-0.31479,-0.3395,-0.35745,-0.36131,-0.35263,-0.33881,-0.32961,-0.3253,-0.32492,-0.32624,-0.32788,-0.32646,-0.32219,-0.31819,-0.31816,-0.32106,-0.32422,-0.32636,-0.32667,-0.32497,-0.3219,-0.3189,-0.31762,-0.31915,-0.32354,-0.33022,-0.338,-0.34554,-0.35146,-0.35533,-0.35744,-0.35867,-0.35978,-0.36163,-0.36474,-0.3693,-0.37488,-0.38104,-0.38725,-0.3932,-0.39844,-0.40284,-0.40643,-0.40942,-0.4119,-0.41403,-0.41601,-0.41809,-0.42034,-0.42283,-0.42557,-0.42855,-0.43157,-0.43436,-0.4368,-0.43898,-0.44105,-0.44309,-0.44528,-0.44768,-0.45013,-0.4521,-0.45317,10
-0.4611,0.50409,1.6891,2.8663,3.7924,4.2776,4.2385,3.7183,2.8681,1.8969,1.0088,0.34826,-0.029945,-0.15888,-0.13059,-0.053735,-0.013457,-0.048106,-0.1474,-0.26901,-0.3641,-0.39982,-0.3716,-0.30122,-0.22431,-0.17394,-0.16756,-0.20258,-0.26052,-0.31701,-0.35211,-0.35735,-0.33699,-0.30388,-0.27305,-0.25516,-0.25371,-0.26539,-0.28303,-0.29931,-0.3093,-0.31152,-0.30718,-0.29865,-0.28816,-0.27718,-0.26676,-0.25801,-0.25242,-0.25151,-0.25621,-0.26616,-0.27988,-0.29541,-0.30547,-0.3087,-0.30578,-0.29946,-0.29198,-0.28508,-0.28119,-0.28165,-0.28651,-0.29404,-0.30195,-0.30813,-0.31127,-0.31152,-0.30968,-0.30766,-0.30743,-0.3103,-0.31641,-0.32446,-0.33267,-0.33923,-0.34317,-0.34439,-0.34394,-0.3437,-0.34551,-0.35065,-0.35909,-0.37,-0.38209,-0.39421,-0.40588,-0.41698,-0.42819,-0.44025,-0.45344,-0.46696,-0.47892,-0.48703,-0.48916,-0.48426,-0.47252,-0.45602,-0.43834,1
1.1864,1.6121,2.0159,2.3678,2.6389,2.8047,2.8479,2.7609,2.5466,2.219,1.8019,1.3263,0.82777,0.3425,-0.096384,-0.46205,-0.73641,-0.91148,-0.98947,-0.98167,-0.90629,-0.78563,-0.64301,-0.49994,-0.3741,-0.27635,-0.21162,-0.17895,-0.1728,-0.18483,-0.20593,-0.22849,-0.24682,-0.25748,-0.26018,-0.25671,-0.24974,-0.24152,-0.2327,-0.2216,-0.2039,-0.17328,-0.12244,-0.044636,0.064621,0.20606,0.37559,0.56395,0.75719,0.93795,1.0874,1.1876,1.2238,1.1868,1.0743,0.89127,0.65022,0.36937,0.07083,-0.22202,-0.4872,-0.7066,-0.86794,-0.96579,-1.0019,-0.98429,-0.92607,-0.84315,-0.75214,-0.66817,-0.60313,-0.5644,-0.5545,-0.57126,-0.60874,-0.65855,-0.71141,-0.75934,-0.79476,-0.81364,-0.81538,-0.80242,-0.77959,-0.75303,-0.7294,-0.71437,-0.70959,-0.71549,-0.72954,-0.74632,-0.75808,-0.75561,-0.72947,-0.67108,-0.57412,-0.43566,-0.25687,-0.043313,0.19513,2
0.13885,0.73643,1.4105,2.0973,2.7255,3.2263,3.5422,3.636,3.4955,3.1359,2.5976,1.9405,1.2357,0.55592,-0.034517,-0.48741,-0.77621,-0.89793,-0.87145,-0.73282,-0.52825,-0.30632,-0.11035,0.02751,0.089927,0.075266,-0.004212,-0.12623,-0.26365,-0.38985,-0.48341,-0.5314,-0.53071,-0.48752,-0.41517,-0.33087,-0.25215,-0.19357,-0.16432,-0.16717,-0.19858,-0.25012,-0.31052,-0.36814,-0.41314,-0.43915,-0.44407,-0.42993,-0.40209,-0.36777,-0.33451,-0.30869,-0.29446,-0.29324,-0.30382,-0.32288,-0.34594,-0.36838,-0.3863,-0.39719,-0.40018,-0.39602,-0.38666,-0.37471,-0.36281,-0.35318,-0.34717,-0.34523,-0.34693,-0.35126,-0.35691,-0.36271,-0.36772,-0.37117,-0.37298,-0.37347,-0.37318,-0.37266,-0.37282,-0.37451,-0.3758,-0.3767,-0.37727,-0.3776,-0.37783,-0.37809,-0.37855,-0.37912,-0.37983,-0.38067,-0.38163,-0.38263,-0.38362,-0.38455,-0.38525,-0.38564,-0.38566,-0.3853,-0.38455,10
-0.53516,-0.23479,0.11028,0.48795,0.88379,1.2818,1.6652,2.0174,2.3232,2.5691,2.7447,2.8427,2.8598,2.7967,2.6578,2.4512,2.1881,1.8819,1.5479,1.2016,0.8587,0.53341,0.23825,-0.016833,-0.22481,-0.38186,-0.48739,-0.54381,-0.55626,-0.53198,-0.47979,-0.40934,-0.33041,-0.25227,-0.18309,-0.12944,-0.095975,-0.085278,-0.097839,-0.13219,-0.1852,-0.25241,-0.32849,-0.40777,-0.48461,-0.55393,-0.6115,-0.65424,-0.68039,-0.68952,-0.68254,-0.66146,-0.62923,-0.58939,-0.54579,-0.50228,-0.46237,-0.42902,-0.40443,-0.38992,-0.38593,-0.39199,-0.40688,-0.42879,-0.45545,-0.48441,-0.51324,-0.53969,-0.56191,-0.57853,-0.58874,-0.59234,-0.58967,-0.58156,-0.56922,-0.5541,-0.53777,-0.52175,-0.5074,-0.49583,-0.48782,-0.48377,-0.48372,-0.48734,-0.49404,-0.50302,-0.51333,-0.52402,-0.53418,-0.54303,-0.54999,-0.55467,-0.55695,-0.55691,-0.55485,-0.55121,-0.54653,-0.54139,-0.53635,9
-0.43189,0.29961,1.1546,2.0305,2.8132,3.3966,3.7018,3.6915,3.3765,2.8132,2.093,1.3253,0.61735,0.056303,-0.30455,-0.4519,-0.41058,-0.23451,0.00707,0.24498,0.42367,0.51044,0.4986,0.40488,0.26197,0.10872,-0.019767,-0.099618,-0.12211,-0.09335,-0.030413,0.044617,0.11101,0.15449,0.16987,0.16088,0.13766,0.11263,0.096323,0.094106,0.1048,0.12133,0.13307,0.12923,0.10207,0.049411,-0.02467,-0.11077,-0.1965,-0.26957,-0.32082,-0.34628,-0.34794,-0.33313,-0.31252,-0.29749,-0.29745,-0.31778,-0.35878,-0.41597,-0.48139,-0.54562,-0.60001,-0.63852,-0.65842,-0.661,-0.65066,-0.6336,-0.61625,-0.60577,-0.6022,-0.60614,-0.61646,-0.63053,-0.64506,-0.65736,-0.6647,-0.66612,-0.66235,-0.65529,-0.64742,-0.64144,-0.63887,-0.64021,-0.64527,-0.65308,-0.66222,-0.67148,-0.6798,-0.68632,-0.69121,-0.69512,-0.69879,-0.70279,-0.70728,-0.71115,-0.71329,-0.71242,-0.70741,10
1.4701,1.9424,2.3484,2.6472,2.8049,2.7994,2.6247,2.2927,1.8328,1.2896,0.71737,0.17427,-0.28536,-0.6177,-0.79514,-0.80971,-0.67388,-0.41847,-0.088198,0.26481,0.58829,0.83697,0.97852,0.99738,0.89613,0.69416,0.42402,0.12602,-0.15792,-0.39034,-0.54325,-0.60148,-0.56387,-0.44241,-0.25944,-0.043639,0.17465,0.36795,0.51536,0.60498,0.63483,0.61215,0.5515,0.47184,0.39327,0.33382,0.30681,0.31906,0.37018,0.45289,0.55429,0.65787,0.74583,0.80149,0.81151,0.76747,0.66693,0.51358,0.31678,0.090333,-0.14917,-0.38427,-0.59865,-0.77888,-0.91577,-1.0052,-1.0481,-1.0504,-1.0212,-0.97228,-0.91565,-0.86275,-0.82244,-0.79909,-0.79458,-0.80744,-0.83348,-0.86679,-0.90123,-0.93144,-0.95159,-0.95969,-0.95623,-0.94376,-0.92627,-0.90823,-0.89375,-0.88571,-0.88545,-0.89264,-0.90542,-0.92097,-0.93614,-0.9486,-0.95519,-0.95507,-0.94872,-0.93778,-0.92461,10
1.543,1.53,1.4982,1.4488,1.3834,1.3037,1.2119,1.1103,1.0013,0.88764,0.77186,0.65669,0.54479,0.43868,0.34077,0.25325,0.17805,0.11683,0.070924,0.041312,0.028602,0.033004,0.054379,0.092188,0.14552,0.21311,0.29338,0.38446,0.48422,0.59034,0.70034,0.81165,0.92163,1.0277,1.1272,1.2178,1.2973,1.3634,1.4145,1.449,1.4657,1.4637,1.4426,1.4023,1.3429,1.2651,1.1697,1.0581,0.93185,0.79265,0.64258,0.48383,0.31873,0.14968,-0.020858,-0.19047,-0.35678,-0.51755,-0.67065,-0.81417,-0.94644,-1.066,-1.1717,-1.2626,-1.3381,-1.398,-1.4422,-1.4711,-1.4852,-1.4853,-1.4726,-1.4482,-1.4136,-1.3703,-1.3199,-1.2642,-1.2048,-1.1435,-1.0819,-1.0215,-0.96379,-0.91009,-0.86151,-0.81899,-0.7833,-0.75499,-0.73442,-0.72173,-0.71687,-0.71961,-0.72954,-0.74609,-0.76856,-0.79614,-0.82794,-0.86299,-0.90028,-0.93882,-0.97761,10
-1.1907,-0.47237,0.38616,1.2821,2.0997,2.73,3.091,3.1413,2.889,2.3885,1.7295,1.0196,0.36459,-0.15095,-0.47612,-0.59997,-0.54971,-0.38099,-0.16366,0.033849,0.15845,0.18164,0.10215,-0.057342,-0.25827,-0.45688,-0.61478,-0.70685,-0.72542,-0.67973,-0.59168,-0.48913,-0.39866,-0.33964,-0.32081,-0.33981,-0.38555,-0.44233,-0.49533,-0.53229,-0.54735,-0.5412,-0.51946,-0.48997,-0.46005,-0.43317,-0.40778,-0.3776,-0.33297,-0.26324,-0.15959,-0.017372,0.16237,0.37228,0.59947,0.82718,1.0371,1.2119,1.3375,1.4051,1.4117,1.3606,1.2605,1.1243,0.96648,0.80187,0.64287,0.49811,0.37146,0.26009,0.16217,0.070469,-0.022922,-0.12416,-0.23583,-0.35658,-0.47979,-0.59673,-0.69864,-0.77889,-0.83506,-0.87095,-0.89402,-0.91431,-0.94317,-0.98946,-1.0567,-1.1418,-1.2341,-1.3157,-1.3666,-1.3677,-1.3051,-1.1738,-0.97979,-0.73838,-0.47442,-0.21797,0.000427,7
2.4845,2.3721,1.9754,1.39,0.75062,0.20211,-0.13267,-0.17818,0.079514,0.59242,1.264,1.9717,2.5932,3.0307,3.2262,3.168,2.8859,2.4402,1.9049,1.3533,0.84528,0.42024,0.096177,-0.12768,-0.26464,-0.33478,-0.35953,-0.35803,-0.3453,-0.33177,-0.32364,-0.3236,-0.33156,-0.34541,-0.36178,-0.37687,-0.38744,-0.39167,-0.38961,-0.38322,-0.37576,-0.37078,-0.37102,-0.37757,-0.38945,-0.40413,-0.4179,-0.42735,-0.43035,-0.42665,-0.41802,-0.40764,-0.39909,-0.39539,-0.39814,-0.40707,-0.42186,-0.43686,-0.4493,-0.45736,-0.46046,-0.45947,-0.45577,-0.45103,-0.4471,-0.44517,-0.44537,-0.44809,-0.44924,-0.44712,-0.44073,-0.43025,-0.41828,-0.40676,-0.3983,-0.39725,-0.40717,-0.42967,-0.4641,-0.50614,-0.55037,-0.59097,-0.62306,-0.644,-0.65369,-0.65458,-0.65095,-0.64744,-0.64759,-0.65303,-0.66217,-0.67163,-0.67689,-0.6738,-0.66005,-0.63577,-0.60391,-0.56987,-0.54016,3
1.1254,3.2319,4.9253,5.176,3.7592,1.4748,-0.42123,-1.1117,-0.70341,0.028497,0.35258,0.11479,-0.31358,-0.49671,-0.32747,-0.039768,0.084574,-0.019575,-0.19915,-0.27574,-0.21189,-0.11028,-0.084405,-0.15191,-0.24163,-0.27506,-0.23704,-0.18161,-0.17904,-0.25628,-0.36942,-0.41326,-0.28525,0.045602,0.51604,0.95966,1.2051,1.1748,0.92178,0.59114,0.33301,0.21905,0.22046,0.25073,0.23531,0.16225,0.07657,0.029005,0.030382,0.046037,0.032072,-0.020305,-0.079363,-0.10805,-0.1013,-0.092328,-0.11997,-0.18898,-0.26657,-0.31387,-0.31972,-0.3083,-0.31291,-0.34403,-0.38526,-0.41407,-0.42012,-0.4165,-0.42036,-0.4324,-0.44488,-0.44964,-0.44629,-0.44496,-0.45375,-0.47036,-0.48695,-0.49549,-0.49478,-0.49228,-0.49563,-0.50696,-0.52274,-0.53497,-0.53791,-0.53298,-0.52607,-0.52449,-0.53218,-0.54616,-0.56075,-0.57293,-0.58374,-0.59713,-0.61426,-0.62936,-0.63368,-0.62235,-0.5987,2
2.0421,3.3454,4.2252,4.3067,3.5034,2.0935,0.60349,-0.44709,-0.79362,-0.52568,0.008142,0.4228,0.50747,0.30313,0.021986,-0.11869,-0.034528,0.1929,0.39294,0.43011,0.28971,0.078438,-0.051677,-0.003526,0.20216,0.43976,0.56093,0.49397,0.30103,0.15247,0.22555,0.58426,1.1167,1.5773,1.7164,1.4215,0.79366,0.086173,-0.43331,-0.61764,-0.50626,-0.27729,-0.11935,-0.12101,-0.2444,-0.38056,-0.43616,-0.39335,-0.30577,-0.24677,-0.25523,-0.31852,-0.39153,-0.43127,-0.42574,-0.39379,-0.36487,-0.35895,-0.37888,-0.41368,-0.44641,-0.46647,-0.47197,-0.46631,-0.45744,-0.45457,-0.46319,-0.48103,-0.50262,-0.52222,-0.53293,-0.5364,-0.53932,-0.54654,-0.55738,-0.56776,-0.57385,-0.57436,-0.57273,-0.57387,-0.57986,-0.58924,-0.59899,-0.607,-0.61294,-0.6189,-0.62666,-0.63531,-0.64305,-0.64938,-0.65608,-0.66604,-0.68095,-0.69845,-0.71137,-0.71299,-0.70196,-0.68409,-0.66962,3
-0.008043,1.2046,2.5181,3.5424,3.9746,3.7348,3.0019,2.1275,1.4713,1.2385,1.4017,1.7385,1.9614,1.8682,1.4364,0.81689,0.24112,-0.10275,-0.15703,-0.006022,0.18637,0.27058,0.18497,-0.028295,-0.26317,-0.41656,-0.44133,-0.36179,-0.2482,-0.17202,-0.1688,-0.2281,-0.30965,-0.37174,-0.39349,-0.3808,-0.35593,-0.34064,-0.34377,-0.35975,-0.37598,-0.38173,-0.37404,-0.35814,-0.34368,-0.3343,-0.32891,-0.32704,-0.32764,-0.32793,-0.32658,-0.32562,-0.32863,-0.33574,-0.34595,-0.3582,-0.36987,-0.37587,-0.37197,-0.35735,-0.33566,-0.31346,-0.2995,-0.30173,-0.32377,-0.36256,-0.40996,-0.45574,-0.49124,-0.51151,-0.51716,-0.51329,-0.50684,-0.50308,-0.50461,-0.51099,-0.51983,-0.52788,-0.5333,-0.53633,-0.53888,-0.54294,-0.55012,-0.56062,-0.57362,-0.58621,-0.596,-0.60219,-0.60658,-0.61127,-0.61865,-0.62946,-0.64222,-0.65235,-0.65572,-0.65069,-0.63998,-0.62852,-0.62238,9
-0.45633,0.72907,2.1184,3.3008,3.9311,3.8811,3.2904,2.49,1.8394,1.5589,1.6415,1.8827,2.0062,1.8142,1.2847,0.57023,-0.092402,-0.50521,-0.59938,-0.45057,-0.22059,-0.065276,-0.060684,-0.18268,-0.34151,-0.4437,-0.44356,-0.35911,-0.25037,-0.17895,-0.17464,-0.22597,-0.29504,-0.34356,-0.35334,-0.33151,-0.30072,-0.28337,-0.28965,-0.31517,-0.3468,-0.37144,-0.38223,-0.37997,-0.37203,-0.36363,-0.35825,-0.36041,-0.37186,-0.38841,-0.40358,-0.4128,-0.4146,-0.40825,-0.39691,-0.38732,-0.38526,-0.39208,-0.40475,-0.41765,-0.4253,-0.42468,-0.41681,-0.40609,-0.39802,-0.39634,-0.40177,-0.41198,-0.42291,-0.43045,-0.43256,-0.43,-0.42583,-0.42355,-0.42591,-0.4336,-0.4449,-0.45599,-0.46286,-0.46291,-0.45609,-0.44465,-0.43255,-0.42376,-0.42069,-0.42321,-0.42938,-0.43656,-0.44295,-0.44797,-0.45244,-0.45745,-0.46325,-0.46863,-0.4717,-0.47098,-0.46662,-0.46046,-0.45551,10
-0.55413,-0.22344,0.23026,0.78186,1.3901,2.0026,2.5619,3.014,3.3152,3.4379,3.3743,3.1371,2.757,2.278,1.7514,1.2284,0.75377,0.36024,0.065824,-0.12683,-0.2286,-0.26025,-0.24752,-0.21613,-0.18746,-0.17555,-0.18597,-0.21657,-0.25959,-0.30464,-0.34186,-0.3643,-0.3694,-0.35916,-0.33914,-0.31665,-0.29872,-0.29038,-0.29361,-0.30717,-0.3273,-0.34902,-0.36758,-0.37949,-0.38344,-0.38035,-0.37285,-0.36442,-0.35832,-0.35672,-0.36029,-0.36824,-0.3787,-0.38941,-0.39835,-0.40419,-0.40666,-0.4064,-0.40471,-0.40312,-0.40284,-0.40455,-0.40828,-0.4135,-0.41935,-0.42637,-0.43156,-0.43468,-0.43623,-0.43704,-0.43819,-0.44132,-0.44431,-0.4474,-0.45085,-0.45474,-0.45907,-0.46356,-0.46739,-0.47033,-0.47245,-0.47418,-0.47639,-0.47999,-0.48582,-0.49458,-0.50644,-0.52081,-0.53638,-0.55096,-0.56203,-0.56725,-0.56489,-0.55419,-0.53578,-0.51123,-0.48321,-0.45505,-0.43001,10
0.24899,1.1407,2.1396,3.081,3.7955,4.1469,4.0645,3.5605,2.7278,1.7191,0.7118,-0.13139,-0.69687,-0.94101,-0.89295,-0.6398,-0.29922,0.012642,0.20924,0.25088,0.14764,-0.0511,-0.27628,-0.46141,-0.56103,-0.5607,-0.47676,-0.34727,-0.21785,-0.12727,-0.096974,-0.12727,-0.20025,-0.2878,-0.36156,-0.40149,-0.40079,-0.36596,-0.3129,-0.26059,-0.22486,-0.21398,-0.22732,-0.25696,-0.29134,-0.31947,-0.33417,-0.33373,-0.32147,-0.30378,-0.28759,-0.27803,-0.27713,-0.28377,-0.29469,-0.30594,-0.31468,-0.31881,-0.31864,-0.31581,-0.31242,-0.3115,-0.31261,-0.31402,-0.31556,-0.31698,-0.31804,-0.3187,-0.31877,-0.31839,-0.31786,-0.31749,-0.31765,-0.31843,-0.31975,-0.32146,-0.32334,-0.32511,-0.32655,-0.32743,-0.32771,-0.32748,-0.32697,-0.32651,-0.3264,-0.32686,-0.32804,-0.32995,-0.33241,-0.33516,-0.33771,-0.33955,-0.3402,-0.33926,-0.33652,-0.33191,-0.32559,-0.318,-0.30976,10
0.006258,0.71954,1.5337,2.3426,3.0322,3.503,3.6904,3.5774,3.1981,2.6298,1.9763,1.3464,0.83159,0.48965,0.3358,0.34406,0.45752,0.60463,0.7171,0.74538,0.66803,0.49342,0.2541,-0.003967,-0.2343,-0.4013,-0.48763,-0.49623,-0.44687,-0.36905,-0.29331,-0.24345,-0.2316,-0.25705,-0.30861,-0.36935,-0.42224,-0.45489,-0.46232,-0.44727,-0.41826,-0.38636,-0.36168,-0.35063,-0.35471,-0.37092,-0.39331,-0.41524,-0.4315,-0.43958,-0.44006,-0.43594,-0.43134,-0.43004,-0.43433,-0.44442,-0.4586,-0.47394,-0.48723,-0.49612,-0.49901,-0.49596,-0.48836,-0.47829,-0.46788,-0.46073,-0.45463,-0.45,-0.44718,-0.4463,-0.4474,-0.45066,-0.4547,-0.45927,-0.46426,-0.46951,-0.47506,-0.48063,-0.48527,-0.48879,-0.49124,-0.49285,-0.49417,-0.49564,-0.49758,-0.50049,-0.50465,-0.51006,-0.51645,-0.52306,-0.52895,-0.53322,-0.53515,-0.53436,-0.53096,-0.52538,-0.51848,-0.51144,-0.5054,9
-0.034634,0.72818,1.61,2.4928,3.2477,3.7605,3.9538,3.803,3.341,2.6502,1.8454,1.0506,0.37414,-0.11024,-0.37424,-0.43521,-0.34654,-0.18121,-0.013054,0.099972,0.12656,0.065073,-0.061024,-0.21325,-0.35063,-0.44101,-0.4686,-0.43618,-0.36205,-0.27317,-0.19688,-0.15345,-0.15154,-0.18734,-0.24717,-0.31245,-0.36544,-0.39394,-0.39391,-0.36956,-0.33109,-0.2912,-0.26123,-0.2483,-0.25394,-0.27442,-0.30246,-0.32966,-0.34884,-0.35578,-0.34986,-0.33368,-0.31194,-0.29002,-0.27262,-0.26277,-0.26166,-0.26874,-0.28229,-0.30027,-0.32014,-0.33989,-0.35809,-0.37369,-0.38604,-0.39674,-0.40241,-0.40352,-0.40141,-0.39784,-0.39463,-0.39347,-0.39441,-0.39769,-0.40299,-0.40955,-0.41644,-0.42268,-0.4273,-0.42993,-0.43073,-0.43027,-0.42951,-0.42934,-0.4305,-0.43346,-0.43826,-0.44442,-0.45118,-0.45737,-0.46189,-0.46401,-0.46346,-0.46057,-0.45629,-0.45173,-0.44822,-0.4469,-0.44841,9
-0.16382,1.037,2.3785,3.5356,4.2093,4.2291,3.6134,2.5636,1.3929,0.41887,-0.14123,-0.23165,0.042086,0.47194,0.83643,0.98389,0.87808,0.59249,0.2627,0.020781,-0.058086,0.022141,0.19323,0.36234,0.4561,0.44909,0.36614,0.26176,0.18903,0.17423,0.20757,0.25278,0.26829,0.22884,0.13699,0.020012,-0.084494,-0.14666,-0.15676,-0.12762,-0.086459,-0.061411,-0.069284,-0.11004,-0.16957,-0.22822,-0.27083,-0.29168,-0.29662,-0.29778,-0.3083,-0.33132,-0.36237,-0.3947,-0.42048,-0.43532,-0.43819,-0.43471,-0.43327,-0.44162,-0.46213,-0.49185,-0.52454,-0.5527,-0.57115,-0.57696,-0.57287,-0.5647,-0.55908,-0.55981,-0.56728,-0.57926,-0.59159,-0.60065,-0.60286,-0.59853,-0.59046,-0.58311,-0.57992,-0.58285,-0.59248,-0.60746,-0.62543,-0.64257,-0.65647,-0.66609,-0.67204,-0.6755,-0.67811,-0.6816,-0.68679,-0.6935,-0.69973,-0.70366,-0.70399,-0.70071,-0.69473,-0.68767,-0.68188,9
