att0,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,att31,att32,att33,att34,att35,att36,att37,att38,att39,att40,att41,att42,att43,att44,att45,att46,att47,att48,att49,att50,att51,att52,att53,att54,att55,att56,att57,att58,att59,att60,att61,att62,att63,att64,att65,att66,att67,att68,att69,att70,att71,att72,att73,att74,att75,att76,att77,att78,att79,att80,att81,att82,att83,att84,att85,att86,att87,att88,att89,att90,att91,att92,att93,att94,att95,att96,att97,att98,att99,att100,att101,att102,att103,att104,att105,att106,att107,att108,att109,att110,att111,att112,att113,att114,att115,att116,att117,att118,att119,att120,att121,att122,att123,att124,att125,att126,att127,target
1.8875,1.7274,1.5322,1.3129,1.0998,0.89082,0.70315,0.52927,0.46456,0.29994,0.24713,0.079062,0.050419,-0.087238,-0.03187,-0.18481,-0.15473,-0.3046,-0.29134,-0.40792,-0.47915,-0.44059,-0.54506,-0.66265,-0.6445,-0.73529,-0.83478,-0.88087,-0.87175,-1.0041,-0.95239,-1.0087,-1.0972,-1.0962,-1.1771,-1.1188,-1.1841,-1.137,-1.1492,-1.1108,-1.054,-0.95728,-0.88832,-0.85095,-0.70012,-0.61751,-0.4879,-0.36939,-0.20696,-0.07599,0.070138,0.27027,0.38757,0.58261,0.7717,0.89082,1.0879,1.2908,1.5046,1.7031,1.9153,1.979,2.0492,2.0299,1.9705,1.8688,1.7709,1.6598,1.5336,1.4107,1.319,1.1818,1.0122,0.92248,0.7998,0.6407,0.53376,0.3625,0.25252,0.079062,0.007778,-0.15282,-0.25455,-0.34712,-0.50291,-0.53083,-0.70367,-0.75846,-0.83312,-0.91601,-0.97773,-1.1335,-1.1798,-1.3001,-1.315,-1.2898,-1.3453,-1.2848,-1.2607,-1.2674,-1.2033,-1.1891,-1.0951,-1.1273,-1.0238,-0.94102,-0.84624,-0.72114,-0.67191,-0.57038,-0.48887,-0.33127,-0.38023,-0.19768,-0.11165,-0.087159,0.098117,0.066458,0.21599,0.2094,0.38,0.57737,0.77488,0.99556,1.2147,1.4338,1.6307,1.8609,9
2.047,1.7831,1.3277,1.4334,1.4061,0.88565,0.45137,0.032323,-0.2698,-0.64825,-0.17328,0.27902,0.70048,1.0479,0.61173,0.039122,-0.47674,-0.94396,-1.0686,-1.5384,-1.8356,-1.3931,-0.99523,-0.549,-0.11765,0.29788,-0.053321,-0.55788,-1.0252,-1.5217,-2.002,-1.9662,-1.5192,-1.6918,-1.4831,-1.02,-0.54235,-0.036856,0.045148,-0.27588,-0.59669,-0.89398,-1.0611,-1.0914,-0.59063,-0.69222,-0.67198,-0.4163,-0.084291,0.37829,0.57174,0.38626,0.18519,-0.00012,-0.16927,0.007306,0.32209,0.38454,0.67786,1.115,1.5159,1.3603,1.0883,0.7267,1.0739,1.5783,2.1201,2.141,1.6141,1.118,0.62407,0.74132,0.86372,0.97317,0.61113,0.30934,0.17606,-0.048211,-0.049782,0.098442,0.30509,0.4861,0.5234,0.037566,-0.34481,-0.59096,-0.53471,-0.97938,-1.015,-0.81766,-0.50148,-0.15647,0.071418,-0.43118,-0.96932,-1.4634,-1.5403,-1.9334,-1.5548,-0.99726,-0.44831,0.053362,0.39054,-0.061453,-0.57069,-1.1828,-1.7235,-1.2575,-0.99718,-0.46092,0.077961,0.66273,1.0345,0.66686,0.16506,-0.35767,-0.68976,-0.24008,0.19009,0.71483,1.2365,1.7043,1.6389,1.1931,0.7132,1.1907,1.6542,2.0309,10
1.3885,1.374,1.2987,1.0841,0.86322,0.8044,0.91081,0.87852,0.64322,0.40235,0.19949,-0.058225,-0.21041,0.01914,0.35847,0.4877,0.57948,0.47057,0.30269,0.099507,-0.044313,-0.23152,-0.43616,-0.6652,-0.88438,-1.0733,-1.3364,-1.5899,-1.6092,-1.3755,-1.1528,-0.92109,-0.68941,-0.64444,-0.69271,-0.79448,-0.98633,-1.0363,-1.1038,-1.1584,-1.3392,-1.2648,-1.1948,-1.1204,-0.83272,-0.55673,-0.33811,-0.15242,-0.008243,0.14224,0.29478,0.28068,0.52389,0.79195,0.99081,1.2273,1.4502,1.699,1.9224,2.0641,2.3245,2.4501,2.3079,2.0522,1.9159,1.7165,1.5226,1.3031,1.1138,0.93185,0.672,0.41483,0.39036,0.2745,0.12664,-0.089145,-0.35752,-0.58918,-0.84916,-0.93345,-0.9591,-0.94352,-0.85868,-0.76427,-0.70076,-0.66052,-0.60221,-0.61668,-0.76063,-1.0352,-1.2814,-1.5058,-1.7815,-1.7443,-1.5923,-1.3854,-1.1717,-0.9014,-0.68941,-0.46516,-0.30192,-0.081535,0.047819,0.14133,0.20003,0.071795,-0.095401,-0.29714,-0.53717,-0.77787,-0.93216,-0.76427,-0.47064,-0.18279,0.08893,0.31881,0.54245,0.7187,0.8363,0.71918,0.47864,0.36262,0.43253,0.66125,0.85846,1.0811,1.1971,1.3549,4
2.1339,1.954,1.7463,1.5486,1.3557,1.1643,1.0741,0.86176,0.63122,0.36292,0.42507,0.40943,0.18595,-0.054714,-0.33175,-0.57036,-0.87925,-0.93414,-0.72271,-0.55575,-0.53886,-0.66857,-0.87019,-1.1245,-1.4324,-1.7023,-2.0079,-1.8767,-1.6426,-1.3864,-1.2065,-1.1522,-1.247,-1.4479,-1.2561,-1.2458,-1.1672,-1.0841,-0.75647,-0.67953,-0.60716,-0.53278,-0.52228,-0.53886,-0.34592,-0.086314,0.04686,0.19641,0.30366,0.4348,0.49489,0.53487,0.54185,0.47476,0.35901,0.64262,0.89911,1.2062,1.5135,1.7701,1.9973,1.8685,1.5829,1.3368,1.032,0.77649,0.47258,0.5533,0.67579,0.73801,0.81314,0.82378,0.8057,0.80705,0.81602,0.65923,0.5761,0.52589,0.35397,0.081225,-0.22691,-0.33175,-0.31961,-0.27297,-0.37957,-0.43917,-0.53886,-0.62223,-0.77849,-0.89822,-0.74079,-0.64291,-0.43394,-0.48682,-0.55505,-0.84959,-1.0938,-1.3769,-1.6161,-1.5011,-1.2907,-1.0664,-0.83116,-0.64388,-0.47761,-0.42101,-0.58267,-0.79865,-1.0401,-1.0434,-0.69811,-0.46406,-0.16993,0.018674,0.22208,0.40057,0.41312,0.28094,0.44706,0.73938,0.93189,1.1161,1.1674,1.3177,1.5246,1.6744,1.8887,2.0971,14
2.2388,1.9948,1.6103,1.3413,1.0475,0.80597,0.47981,0.5367,0.45386,0.23307,0.095361,-0.014075,-0.044759,-0.16397,-0.25861,-0.15027,0.046556,0.1447,0.3334,0.35509,0.39076,0.52053,0.53139,0.48138,0.40592,0.60533,0.58868,0.68294,0.51254,0.51188,0.43208,0.52895,0.65327,0.68985,0.63914,0.5579,0.65413,0.61691,0.55238,0.4145,0.36238,0.2542,0.17274,0.046556,0.012577,-0.052334,-0.20002,-0.28126,-0.50177,-0.6606,-0.84258,-1.2874,-1.6549,-2.0315,-2.461,-2.4149,-2.1089,-1.7504,-1.3907,-1.03,-0.66856,-0.30656,0.062871,0.4323,0.78815,1.0262,0.90712,0.54907,0.18448,-0.17997,-0.54423,-0.90826,-1.2201,-1.5835,-1.9465,-2.3089,-2.6705,-2.8569,-2.4973,-2.1757,-1.8202,-1.541,-1.239,-0.96726,-0.77301,-0.65045,-0.46045,-0.29428,-0.10145,0.021513,-0.014075,0.053279,0.25141,0.36966,0.3717,0.45117,0.51299,0.5021,0.66801,0.55084,0.50588,0.48249,0.48093,0.50121,0.58758,0.59591,0.67667,0.48138,0.54841,0.5409,0.37102,0.45117,0.35076,0.12411,-0.10145,0.059755,-0.016504,0.038862,0.093455,0.19245,0.33454,0.51188,0.54731,0.79409,1.1237,1.4724,1.8375,2.203,12
1.6071,1.5376,1.3183,1.1593,1.1226,0.88353,0.64187,0.67016,0.82596,0.8307,0.61588,0.36826,0.094061,-0.171,-0.41904,-0.45794,-0.18756,0.06633,0.23407,0.27997,0.12166,-0.059246,-0.27278,-0.51943,-0.78199,-1.0613,-1.3204,-1.5887,-1.7181,-1.4795,-1.2311,-0.97462,-0.76718,-0.65045,-0.70575,-0.8153,-0.94804,-1.1032,-1.2285,-1.3265,-1.3035,-1.1933,-0.99009,-0.89262,-0.75006,-0.50225,-0.32433,-0.21699,-0.16263,-0.050425,0.11175,0.21589,0.36781,0.59759,0.76285,0.87242,1.0952,1.328,1.5548,1.7901,1.9959,2.0615,2.3105,2.3091,2.129,2.0559,1.8057,1.5888,1.3461,1.1094,0.94043,0.75973,0.53798,0.33002,0.23607,0.044857,-0.098501,-0.085486,-0.11078,-0.17317,-0.32318,-0.56286,-0.7561,-0.8847,-1.105,-1.2307,-1.2285,-1.1206,-0.99495,-0.84934,-0.70778,-0.52129,-0.3831,-0.35478,-0.55559,-0.79268,-1.0061,-1.2551,-1.5145,-1.7594,-1.5807,-1.2813,-1.0224,-0.76683,-0.50271,-0.21039,-0.001115,0.13615,0.11065,-0.030675,-0.26646,-0.54049,-0.76319,-0.74456,-0.47831,-0.20053,0.065459,0.3315,0.58567,0.79269,0.95344,0.84685,0.64894,0.7286,0.96108,1.1684,1.3909,1.5827,4
1.4059,1.351,1.2622,1.079,0.90816,1.0831,1.191,1.1604,0.94573,0.73269,0.493,0.37302,0.49926,0.59924,0.65212,0.55221,0.41631,0.22333,0.030884,-0.1358,-0.34092,-0.5718,-0.79325,-0.74599,-0.58027,-0.35404,-0.17485,-0.10513,-0.15599,-0.27521,-0.43395,-0.54629,-0.764,-0.92115,-1.1003,-1.2992,-1.4758,-1.5872,-1.4134,-1.1849,-0.91558,-0.84029,-0.81667,-0.81693,-0.8372,-0.82615,-0.8372,-0.77304,-0.63088,-0.42856,-0.32002,-0.093337,0.10096,0.26351,0.43364,0.64526,0.84169,1.0412,1.2564,1.4423,1.6426,1.7416,2.0081,2.2375,2.4533,2.3806,2.1138,1.8897,1.7866,1.6169,1.3441,1.1155,0.88918,0.62913,0.40015,0.2129,0.078393,-0.033778,-0.16903,-0.28356,-0.45469,-0.70711,-0.92806,-1.1287,-1.2673,-1.3166,-1.3141,-1.2795,-1.2083,-1.1092,-1.0183,-0.91558,-0.88291,-0.8527,-1.0282,-1.2539,-1.5201,-1.6761,-1.4795,-1.1878,-0.91955,-0.71302,-0.85399,-1.0989,-0.96831,-0.74599,-0.61249,-0.37053,-0.15661,-0.056397,0.02284,-0.11389,-0.27157,-0.44543,-0.2658,-0.077545,0.14036,0.33632,0.51935,0.61633,0.55992,0.41631,0.43364,0.6553,0.86295,1.0585,1.2552,1.3796,4
1.8492,1.694,1.4713,1.2993,1.1038,0.93562,0.82425,0.66348,0.48829,0.47916,0.39219,0.20228,0.12536,-0.059486,-0.21855,-0.34959,-0.51747,-0.54961,-0.71825,-0.62804,-0.67158,-0.82488,-1.0047,-1.0104,-1.1598,-1.1761,-0.95675,-1.0634,-1.1803,-1.2058,-1.294,-1.4151,-1.3803,-1.1786,-1.1473,-1.1992,-1.233,-1.1589,-1.0272,-0.99516,-1.0151,-0.89788,-0.86292,-0.82676,-0.71006,-0.52542,-0.46161,-0.38103,-0.18839,-0.093966,0.031811,0.14781,0.31764,0.44806,0.54619,0.72184,0.82254,0.98483,1.0788,1.2445,1.3769,1.5447,1.665,1.7712,1.7855,1.8314,1.9318,2.0828,2.0225,1.8364,1.6409,1.443,1.2609,1.0893,0.9196,0.72638,0.55531,0.38778,0.20124,0.059921,-0.059658,-0.22623,-0.36353,-0.47969,-0.66071,-0.74124,-0.87137,-0.92019,-0.98689,-1.0582,-1.0397,-1.1108,-1.0565,-1.1623,-1.1032,-1.0262,-1.1517,-1.045,-0.97219,-0.98017,-0.98724,-0.89948,-0.92019,-0.89288,-0.72881,-0.66165,-0.53909,-0.40916,-0.3063,-0.16276,-0.16179,-0.001003,-0.00168,0.12675,0.16431,0.068633,0.22688,0.21687,0.39317,0.46785,0.55006,0.69149,0.86992,1.0748,1.2339,1.4213,1.6361,1.8271,3
3.0714,2.7377,2.3579,1.9174,1.5354,1.221,0.96585,0.6616,0.43803,0.29723,0.094592,-0.15556,0.016703,-0.097626,-0.070613,-0.24134,-0.27514,-0.48467,-0.4994,-0.70365,-0.75748,-0.62111,-0.66159,-0.60512,-0.75092,-0.84731,-0.78375,-0.86165,-0.70365,-0.85798,-0.86966,-0.78902,-0.69359,-0.57518,-0.62143,-0.58313,-0.691,-0.72089,-0.7248,-0.81545,-0.73491,-0.70657,-0.74798,-0.79529,-0.79859,-0.84565,-0.91294,-1.0039,-1.124,-1.2773,-1.4281,-1.1524,-0.78013,-0.39056,0.016703,0.46542,0.89198,1.3205,1.7507,2.1785,2.2782,1.9125,1.523,1.1169,0.63654,0.2477,-0.15556,-0.5438,-0.93182,-1.1735,-0.83567,-0.49376,-0.26607,-0.075009,0.01439,0.12367,0.25188,0.39797,0.52122,0.47353,0.56191,0.36483,0.32739,0.23288,0.12765,0.038639,-0.14725,-0.26848,-0.4994,-0.62111,-0.66643,-0.73785,-0.75092,-0.76535,-0.69392,-0.71568,-0.77454,-0.81379,-0.82174,-0.74438,-0.84332,-0.84831,-0.69392,-0.86231,-0.73948,-0.79001,-0.70527,-0.51731,-0.3635,-0.23954,-0.09439,-0.060073,0.08487,0.20342,0.31855,0.25384,0.33842,0.34255,0.45106,0.46271,0.83743,0.99535,1.2551,1.5336,1.8767,2.2937,2.6597,3.0179,6
1.8093,1.6999,1.5708,1.4428,1.314,1.1886,1.0646,0.94238,0.821,0.70076,0.58271,0.46506,0.35128,0.2371,0.12474,0.009826,-0.10404,-0.2108,-0.31435,-0.42981,-0.5361,-0.63962,-0.72886,-0.82335,-0.91231,-1.0096,-1.1015,-1.168,-1.2416,-1.3029,-1.3488,-1.3761,-1.3825,-1.3676,-1.3325,-1.301,-1.2327,-1.1533,-1.0655,-0.97127,-0.87217,-0.78141,-0.67471,-0.56582,-0.46452,-0.35185,-0.23811,-0.12347,-0.015106,0.10127,0.21208,0.32414,0.44232,0.55595,0.67043,0.78567,0.90158,1.0149,1.1296,1.2454,1.3641,1.4831,1.6024,1.7208,1.7661,1.645,1.5262,1.4063,1.2853,1.1608,1.0389,0.91816,0.79832,0.67944,0.56166,0.44513,0.32721,0.21311,0.096926,-0.01396,-0.12771,-0.2402,-0.35117,-0.4603,-0.56719,-0.68043,-0.78233,-0.88009,-0.98535,-1.0729,-1.152,-1.2204,-1.2952,-1.3571,-1.4254,-1.4513,-1.4537,-1.4323,-1.3895,-1.3289,-1.2726,-1.1862,-1.0924,-1.006,-0.90139,-0.79384,-0.69367,-0.58994,-0.48336,-0.37448,-0.2637,-0.146,-0.032958,0.085753,0.20044,0.31983,0.43939,0.55908,0.6789,0.79883,0.9221,1.0421,1.1653,1.2886,1.4119,1.5351,1.662,1.7891,7
1.8427,1.5365,1.098,0.87394,1.1807,1.4077,1.2071,0.80721,0.46843,0.57777,0.81339,0.92928,0.50405,0.11705,-0.23097,-0.52895,-0.22474,0.06127,0.26279,-0.073857,-0.49375,-0.90552,-1.2851,-1.4135,-1.6429,-1.931,-1.531,-1.1789,-0.79017,-0.40045,-0.22518,-0.52452,-0.88306,-1.2472,-1.5801,-1.8539,-1.5429,-1.2641,-1.458,-1.2171,-0.87471,-0.4771,-0.10282,-0.22463,-0.40118,-0.59959,-0.71616,-0.91107,-0.65813,-0.33548,-0.37543,-0.13217,0.24843,0.68708,0.97167,0.80916,0.49807,0.88477,1.3122,1.5128,1.2547,0.92138,1.2287,1.629,2.0264,1.6168,1.213,1.5293,1.8792,1.5411,1.1227,0.70717,0.32849,-0.06074,0.23907,0.46055,0.70788,0.90203,0.69232,0.2844,-0.046383,-0.34934,-0.36628,-0.72104,-0.86109,-0.63945,-0.4111,-0.16024,0.076696,-0.14554,-0.56779,-0.96942,-1.3236,-1.3767,-1.7721,-1.4681,-1.0854,-0.65708,-0.25807,-0.010683,-0.37397,-0.83997,-1.3013,-1.7721,-1.4219,-1.27,-0.8311,-0.36495,0.10324,0.44917,0.24264,-0.14133,-0.47481,-0.88323,-0.55544,-0.39672,0.034628,0.48757,0.92687,0.97088,0.65861,0.85919,1.292,1.5456,1.2234,1.0428,1.4729,1.8303,10
1.7292,1.6299,1.53,1.4101,1.2911,1.1908,1.0735,0.95376,0.85506,0.73652,0.61871,0.52199,0.4059,0.29667,0.19708,0.078136,-0.033145,-0.14248,-0.23867,-0.34408,-0.45597,-0.55761,-0.6766,-0.77132,-0.85607,-0.96671,-1.0587,-1.1449,-1.2382,-1.3208,-1.3618,-1.391,-1.416,-1.4197,-1.3952,-1.3632,-1.3085,-1.2261,-1.1331,-1.0511,-0.94558,-0.83584,-0.74296,-0.62799,-0.51536,-0.41697,-0.29709,-0.1788,-0.056922,0.043199,0.16636,0.28903,0.39184,0.51632,0.6423,0.74779,0.87581,1.0048,1.1141,1.2499,1.3763,1.4821,1.6113,1.7377,1.7913,1.6716,1.5383,1.4324,1.3059,1.1898,1.0914,0.96894,0.85104,0.74952,0.63279,0.51177,0.4112,0.29667,0.17721,0.078136,-0.033145,-0.15006,-0.26588,-0.3614,-0.47456,-0.59544,-0.68693,-0.79406,-0.89746,-0.993,-1.0876,-1.1742,-1.2552,-1.3392,-1.3881,-1.4321,-1.4575,-1.4539,-1.4503,-1.3794,-1.3208,-1.25,-1.1628,-1.0652,-0.97385,-0.86499,-0.74779,-0.64575,-0.52941,-0.40839,-0.30727,-0.18773,-0.06495,0.05922,0.16286,0.2879,0.41308,0.51838,0.64394,0.76958,0.87581,1.0017,1.1276,1.2328,1.3572,1.4802,1.584,1.7072,7
2.5509,2.0908,1.6847,1.3611,1.1927,0.96099,0.78476,0.66625,0.25654,-0.10947,-0.11832,0.093526,0.42265,0.38102,0.32177,0.16909,0.06962,-0.1338,-0.168,-0.1376,-0.20242,-0.39851,-0.40191,-0.38022,-0.52952,-0.44615,-0.48925,-0.38081,-0.38081,-0.40916,-0.3873,-0.39733,-0.34778,-0.36214,-0.27217,-0.15851,-0.1496,-0.077979,-0.06376,-0.065849,-0.070168,-0.059306,0.049033,0.17739,0.23499,0.3015,0.33585,0.39303,0.38683,0.3202,0.36392,0.44432,0.29088,0.15556,-0.034179,-0.31974,-0.67983,-1.0504,-1.4046,-1.2447,-0.90611,-0.55318,-0.19657,0.16293,0.52585,0.89081,1.2575,1.6256,1.992,2.3478,2.5293,2.2258,1.8174,1.4411,1.0702,0.70042,0.33012,-0.035842,-0.3997,-0.761,-1.1192,-1.4762,-1.5247,-1.5829,-1.6491,-1.7585,-1.8283,-1.8564,-1.8193,-1.7287,-1.6031,-1.4456,-1.2592,-1.1789,-1.2106,-1.1712,-1.1347,-1.0574,-1.0744,-0.91198,-0.88206,-0.6256,-0.6415,-0.54528,-0.37728,-0.27361,-0.23848,-0.32746,-0.25559,-0.075746,-0.057498,-0.053049,-0.08091,-0.067938,0.05231,0.07846,0.20366,0.2994,0.52522,0.4433,0.34574,0.41905,0.81446,1.1125,1.4119,1.7928,2.1739,2.5268,6
2.1917,2.0263,1.7612,1.5078,1.2499,1.0728,0.92907,0.84077,0.7417,0.70531,0.64505,0.64851,0.64425,0.56322,0.51352,0.4189,0.36586,0.30844,0.25033,0.18146,0.11094,0.057547,-0.082894,-0.13009,-0.15106,-0.19226,-0.21598,-0.30475,-0.2664,-0.32492,-0.36502,-0.35776,-0.30408,-0.31549,-0.28014,-0.30374,-0.35277,-0.44727,-0.47996,-0.55092,-0.59828,-0.66483,-0.83161,-0.98511,-1.2284,-1.4604,-1.6779,-1.8763,-1.8162,-1.5625,-1.3051,-1.0448,-0.78249,-0.51852,-0.2558,0.010043,0.27359,0.53734,0.80127,1.0333,1.2938,1.5544,1.8184,2.0902,2.0976,1.8183,1.5491,1.2887,1.0241,0.79214,0.5275,0.26295,-0.001508,-0.2695,-0.53349,-0.80024,-1.0658,-1.3283,-1.5913,-1.8518,-1.9636,-1.8763,-1.7056,-1.5143,-1.3067,-1.1367,-1.065,-0.93596,-0.89516,-0.84819,-0.75821,-0.7083,-0.63746,-0.59489,-0.56724,-0.57314,-0.55859,-0.58134,-0.55583,-0.56832,-0.58944,-0.54136,-0.47012,-0.38175,-0.34181,-0.27304,-0.18706,-0.10796,-0.011746,0.080283,0.18472,0.24586,0.30182,0.3183,0.32833,0.45771,0.32891,0.45799,0.54798,0.57831,0.74431,0.88368,1.0705,1.3228,1.5167,1.7164,1.9778,2.1611,12
2.022,1.9515,1.7208,1.5797,1.4468,1.3188,1.157,1.0456,0.9435,0.89235,0.80983,0.68668,0.58475,0.48117,0.40405,0.28521,0.12242,-0.058533,-0.10956,-0.14739,-0.25794,-0.35844,-0.47829,-0.52608,-0.55813,-0.60917,-0.68301,-0.76377,-0.85012,-0.88582,-0.90806,-0.95758,-1.0356,-1.101,-1.1528,-1.2739,-1.3792,-1.4258,-1.4821,-1.4495,-1.4384,-1.3733,-1.3282,-1.2665,-1.2192,-1.1253,-1.0439,-0.92297,-0.79728,-0.6701,-0.51467,-0.3523,-0.19714,-0.055365,0.069453,0.25171,0.46525,0.67879,0.89235,1.1622,1.3838,1.6057,1.8279,2.033,2.2225,2.1113,1.9046,1.6911,1.471,1.2098,0.99061,0.7774,0.55888,0.45416,0.31632,0.18774,0.069248,0.003343,-0.13402,-0.21709,-0.39506,-0.4995,-0.57426,-0.66713,-0.72504,-0.74246,-0.73917,-0.74524,-0.76224,-0.75843,-0.82723,-0.89428,-0.98684,-0.98983,-0.97706,-0.94869,-0.94654,-0.93045,-0.94251,-0.94117,-0.88477,-0.80887,-0.76657,-0.67208,-0.64639,-0.64664,-0.59531,-0.53227,-0.42298,-0.3735,-0.34389,-0.29922,-0.18078,-0.053465,0.028876,0.12344,0.25171,0.34608,0.47256,0.59115,0.73659,0.88959,1.0774,1.2453,1.4096,1.5894,1.7878,1.9873,15
1.9334,1.7945,1.6499,1.4656,1.3477,1.1472,0.99716,0.89096,0.75957,0.56446,0.4563,0.33348,0.16741,0.02863,-0.12894,-0.16475,-0.16432,-0.32994,-0.41728,-0.53499,-0.64375,-0.49009,-0.54718,-0.62405,-0.61552,-0.70946,-0.78974,-0.79081,-0.66871,-0.70115,-0.73034,-0.74137,-0.79296,-0.83305,-0.95461,-1.0034,-1.0011,-1.1018,-1.1111,-1.0318,-1.0817,-1.072,-1.0395,-0.9644,-0.83797,-0.72615,-0.6301,-0.55698,-0.42616,-0.27831,-0.12005,0.092602,0.24707,0.45702,0.61587,0.82644,0.98059,1.1913,1.3508,1.5683,1.7798,1.9477,2.1596,2.287,2.2766,2.1036,1.8809,1.719,1.4973,1.2849,1.1236,0.9114,0.7503,0.53832,0.38522,0.17322,0.012443,-0.19925,-0.38711,-0.50593,-0.66104,-0.77102,-0.91811,-1.0063,-1.1247,-1.1547,-1.1166,-1.1667,-1.1216,-1.0768,-1.134,-0.99404,-1.0241,-0.99638,-1.0011,-0.94085,-1.0829,-1.1061,-1.0034,-0.95289,-0.87159,-0.8911,-0.82433,-0.70115,-0.78652,-0.75403,-0.67486,-0.51559,-0.481,-0.35953,-0.2482,-0.3848,-0.3002,-0.17119,-0.003825,0.1206,0.13041,0.15927,0.35412,0.49718,0.59904,0.80591,0.96174,1.123,1.2808,1.4995,1.6645,1.8757,5
1.7052,1.497,1.3764,1.2887,1.0809,1.1023,0.98024,0.7439,0.58842,0.79951,0.62613,0.41439,0.14634,-0.10925,-0.34222,-0.083493,0.098493,0.21122,0.090378,-0.16021,-0.35265,-0.65046,-0.94632,-1.279,-1.3685,-1.1533,-0.98484,-0.77335,-0.55528,-0.52429,-0.61965,-0.86768,-1.0683,-1.2794,-1.078,-0.89942,-0.97063,-1.0131,-1.1175,-1.184,-1.2593,-1.2936,-1.1679,-0.93925,-0.74325,-0.65046,-0.58829,-0.5441,-0.51476,-0.4214,-0.34614,-0.21823,0.070826,0.28034,0.42799,0.55862,0.68297,0.82395,0.92994,0.92536,0.85721,0.97801,1.2287,1.4795,1.726,1.977,2.2281,2.191,1.9653,1.7152,1.4707,1.2211,0.97168,0.84477,0.9644,1.0163,0.95263,0.85388,0.75634,0.63862,0.50641,0.31975,0.15849,-0.018566,-0.21111,-0.36956,-0.47719,-0.56305,-0.70914,-0.82676,-1.008,-1.1966,-1.3845,-1.5834,-1.6337,-1.6237,-1.6536,-1.6248,-1.5142,-1.2718,-1.0537,-0.93042,-0.82382,-0.72113,-0.9041,-1.1495,-0.9622,-0.70352,-0.50059,-0.3382,-0.18943,-0.27854,-0.46685,-0.46857,-0.20715,0.046868,0.28709,0.49179,0.46264,0.37522,0.62683,0.87028,1.0095,1.051,1.2749,1.328,1.4626,1.6776,14
2.2282,2.0342,1.8358,1.6094,1.4046,1.1708,1.0323,1.0249,1.0037,0.83112,0.69042,0.54371,0.46346,0.41023,0.31002,0.23012,0.063271,0.047176,-0.06417,-0.19395,-0.24659,-0.3912,-0.44036,-0.49639,-0.55745,-0.69124,-0.7996,-0.90692,-0.99177,-1.0223,-1.0346,-1.0307,-1.1483,-1.2449,-1.331,-1.4291,-1.4757,-1.4817,-1.462,-1.4074,-1.3783,-1.3208,-1.2719,-1.1906,-1.1194,-1.0019,-0.89575,-0.74942,-0.59489,-0.45656,-0.30917,-0.14397,-0.008615,0.271,0.55061,0.78363,1.0641,1.2983,1.581,1.8624,2.0933,2.3682,2.2291,1.9947,1.7151,1.4822,1.2031,0.92344,0.69133,0.41176,0.18675,0.11288,0.010937,-0.038393,-0.15414,-0.25004,-0.29956,-0.39854,-0.43161,-0.53197,-0.62422,-0.61978,-0.62819,-0.63918,-0.67068,-0.67162,-0.66738,-0.70905,-0.77541,-0.81029,-0.8898,-0.90692,-0.85331,-0.78991,-0.80082,-0.70477,-0.68485,-0.7475,-0.83248,-0.80738,-0.73624,-0.67989,-0.62725,-0.64504,-0.66102,-0.60558,-0.50799,-0.42869,-0.36459,-0.37676,-0.27974,-0.1569,-0.015424,0.10158,0.15224,0.28273,0.34027,0.45532,0.59314,0.58555,0.82311,0.94023,1.0653,1.1565,1.3503,1.6409,1.8806,2.1768,15
1.6869,1.5751,1.4222,1.2505,1.1112,0.96727,0.83611,0.69155,0.59148,0.49785,0.42934,0.35962,0.3171,0.30046,0.24859,0.20653,0.24536,0.19317,0.20486,0.1796,0.13908,0.15367,0.20522,0.17475,0.19844,0.12973,0.088667,0.056826,-0.044974,-0.096726,-0.22067,-0.31502,-0.48898,-0.63705,-0.73597,-0.88667,-1.0355,-1.1273,-1.2704,-1.376,-1.491,-1.5602,-1.5833,-1.5923,-1.5709,-1.3994,-1.2403,-1.076,-0.90859,-0.71602,-0.54432,-0.37561,-0.20658,-0.01779,0.15167,0.32129,0.49107,0.66096,0.85543,1.0256,1.2012,1.3716,1.5668,1.743,1.9136,2.0725,2.1273,1.976,1.792,1.6148,1.4125,1.2357,1.0591,0.88849,0.71793,0.52257,0.35216,0.18181,0.011534,-0.18313,-0.35309,-0.5229,-0.69694,-0.88958,-1.0613,-1.2311,-1.3994,-1.5808,-1.6925,-1.7311,-1.7478,-1.7203,-1.6252,-1.5456,-1.4026,-1.2976,-1.1294,-1.0408,-0.89893,-0.84382,-0.71646,-0.6939,-0.65776,-0.55517,-0.43462,-0.38283,-0.30426,-0.28857,-0.24957,-0.15882,-0.14458,-0.061217,-0.077405,-0.000486,0.085469,0.10966,0.15716,0.2686,0.36623,0.44626,0.55208,0.68164,0.81948,0.9815,1.1461,1.3328,1.4975,1.6648,13
